community,size,mean_intensity,mean_atypicality,mean_T,mean_E,mean_S,mean_V,mean_betweenness,mean_clustering
6,19,0.9842080117496156,7.034956190004854,0.912781954887218,0.7749373433583959,1.0428571428571427,1.2236467236467237,0.012139102887176904,0.07955830126201421
2,18,1.2328500768448167,6.020027548688676,1.1462962962962964,0.9246031746031745,1.408017908017908,1.4507936507936507,0.01567107463140295,0.11121225198303103
1,12,1.015375183648777,7.026495085856126,1.0194444444444444,0.6722222222222222,1.1571428571428573,1.2134920634920634,0.014227086183310533,0.12256387965135429
4,11,1.0810631741140215,5.886836406607043,0.7805194805194805,1.1636363636363638,1.2424242424242424,1.1090909090909091,0.012535754259420469,0.07921058452646307
0,10,1.0340723631111677,6.023489574765806,0.812014652014652,0.8610256410256409,1.1704761904761904,1.28,0.013625170998632011,0.11100371775138655
5,10,1.3626315789473684,5.631976656963616,1.1880952380952379,0.9123076923076923,1.54,1.8,0.016306429548563612,0.13085329211345356
3,7,1.45,5.88598339459886,1.0952380952380951,1.2952380952380953,1.638095238095238,1.7714285714285716,0.018526480359585696,0.1310554488372359
