source,target,rho,p_value,n,q_value,fdr_significant
E07,V15,0.2907250392727052,0.006949941600553995,85,0.033984044781613446,True
T13,V06,0.2959136657542887,0.006950409158725461,82,0.033984044781613446,True
T04,E12,0.2870126659655105,0.007032228535029597,87,0.03413475390018203,True
T05,T15,0.2822133207761039,0.007041006391773348,90,0.03413475390018203,True
E10,S05,0.28696776373128324,0.007041528379580512,87,0.03413475390018203,True
E14,S15,0.28852600251529104,0.007058372840376624,86,0.03413475390018203,True
S09,V02,0.2917889733492283,0.007079240269349848,84,0.03414238495027038,True
T03,T14,0.2833337649784995,0.007133408111276102,89,0.03424738991378964,True
E07,V11,0.29149506177714685,0.007139710100671398,84,0.03424738991378964,True
S06,V06,0.2910624782478775,0.007229538343611133,84,0.03458454829241002,True
E05,E07,0.28916460186118687,0.007272718660127024,85,0.0346629932986046,True
E07,S01,0.28744379001698117,0.007285103676316899,86,0.0346629932986046,True
E14,S07,0.2870430401661168,0.007370677467663969,86,0.03486459314451614,True
T14,S05,0.2869568353335237,0.007389200441760029,86,0.03486459314451614,True
T01,T12,-0.2805661714596686,0.007395182506825737,90,0.03486459314451614,True
S04,S13,0.2852466731223695,0.007406263854428287,87,0.03486459314451614,True
T07,V02,0.28718139546223936,0.007701956436691303,85,0.036160379026375616,True
E14,S10,0.28842308016155543,0.007799500527769856,84,0.036521470725271545,True
E14,V02,0.28626377850788604,0.007907994838008955,85,0.03693179647302335,True
T07,V11,0.28773700019364845,0.00795397722847668,84,0.037027797306804375,True
E08,S14,0.2911044190620894,0.007970390267735857,82,0.037027797306804375,True
T03,V02,0.28916577080177513,0.008016563833587915,83,0.0371448114802372,True
S13,V13,0.28566220950627075,0.008045684778420827,85,0.0371824074616315,True
V03,V13,0.2853413632215268,0.008119979714552805,85,0.037384991129647965,True
T07,V13,0.28529071114864557,0.008131763607296309,85,0.037384991129647965,True
S13,V11,0.28674600808967415,0.008181853936988528,84,0.03751782763852252,True
T02,E14,0.28173003141408665,0.008203621814726005,87,0.03752044085804917,True
E07,V10,0.2848696341305831,0.008230307707773263,85,0.03754547588339865,True
E14,V15,0.28369414947650284,0.00851097825881904,85,0.03872604503370103,True
S13,V09,0.28309464323717076,0.008657331324229713,85,0.03929096524073485,True
V02,V05,0.2824933422296057,0.00880633610151884,85,0.039864999743448454,True
T13,S06,0.28128908307655753,0.009111534033686851,85,0.04114136540720849,True
E12,V14,0.28095916591620307,0.009196746717622445,85,0.04142046231600949,True
S07,V09,0.2820800809158471,0.009333573869585342,84,0.04193001459179202,True
E12,S12,0.27869947826518243,0.009365000794817353,86,0.041964687105890415,True
T07,S09,0.2795434716310875,0.009570376272558544,85,0.042776681824314704,True
T06,E01,0.27586876258107773,0.009700952240689332,87,0.0431609640726397,True
E15,S06,0.27585358652542585,0.009705120734977741,87,0.0431609640726397,True
S15,V09,0.2805039742569274,0.009753481990581075,84,0.043174847931611936,True
T11,V06,0.28377374857245086,0.009778202904507687,82,0.043174847931611936,True
E12,S03,0.2755768090757284,0.009781420350608128,87,0.043174847931611936,True
S06,S13,0.27534957179115166,0.0098444551264886,87,0.04334498898976324,True
E10,S07,0.27654019776804495,0.009952496359743252,86,0.04371195671649021,True
T10,E11,0.2748418995500572,0.009986567233894152,87,0.043753029712853095,True
T10,E09,0.2761581573086639,0.010059731949824537,86,0.043964754447381314,True
V05,V09,0.2776298183154286,0.010096512232497102,85,0.044016814412610517,True
T15,V06,0.2806388685940784,0.010174760095909317,83,0.04424895668245575,True
E14,S01,0.275250498104083,0.010318565205864983,86,0.0447643637607378,True
S03,V07,0.2766553307215101,0.010374024973232743,85,0.04489492470078718,True
T12,V15,0.2779409367040404,0.01047165408167708,84,0.045136169144662036,True
E07,S02,0.27312428391388377,0.010480771479353727,87,0.045136169144662036,True
T07,S10,0.27749375268879434,0.010601578267344152,84,0.04549614695536132,True
T11,S03,0.27582483682907477,0.010615767622917641,85,0.04549614695536132,True
E12,V11,0.27719558397315275,0.010688987684544743,84,0.045699295173053614,True
T12,T14,0.26920580621168155,0.010739528017137234,89,0.04580473395260941,True
S03,V10,0.2751293230479778,0.010821989564961417,85,0.04604548444707141,True
E09,V12,0.2777293932527106,0.011019351308645191,83,0.046772786130220595,True
S12,V10,0.27581513581087175,0.011101918968020465,84,0.046979084819887454,True
V06,V14,0.2757523125980126,0.011121037592956408,84,0.046979084819887454,True
E12,V07,0.2738954029226464,0.01119646296633268,85,0.04718509392954487,True
S06,S14,0.27519457568218514,0.011292032878851459,84,0.04744320731686713,True
E15,V11,0.2751321348378019,0.011311318354642897,84,0.04744320731686713,True
T07,V08,0.27331869447509727,0.011375324407357085,85,0.04759887517972113,True
S01,S04,0.271012189222543,0.011605723509168834,86,0.048377346678412154,True
E10,S12,0.27097994378436,0.011616029569675236,86,0.048377346678412154,True
T05,V06,0.27402311282598035,0.011658664862240566,84,0.04844093146987277,True
V01,V03,0.2722902762962442,0.011700465394111001,85,0.0485007581910456,True
S13,V06,0.27338011230183645,0.011864277053378612,84,0.049026482829972,True
E08,V03,0.27332300504735746,0.011882689906247449,84,0.049026482829972,True
S01,V07,0.2727987840093556,0.012052877568170197,84,0.04961300766432849,True
S02,V04,0.26947225638370764,0.012106893944123337,86,0.049719726870297694,True
S06,V15,0.2709011647825254,0.012152474223302845,85,0.04979138744269916,True
E11,S14,0.27169735036205483,0.012417377902036326,84,0.05075925839862424,False
E09,V07,0.271420491351892,0.012510492755695863,84,0.05100693498886186,False
V02,V03,0.2697585034253417,0.012535602666754186,85,0.05100693498886186,False
V02,V14,0.2712042792514944,0.012583631915383866,84,0.051084927729884044,False
S04,V07,0.2692485617435722,0.012709944270087708,85,0.0513362412245806,False
S02,V08,0.26924301904215525,0.012711850754847176,85,0.0513362412245806,False
T02,S15,0.2676258501672505,0.012732547964740612,86,0.0513362412245806,False
T08,T11,0.26423411716511014,0.012858014909856028,88,0.051724287251011754,False
T07,T14,0.26118418827841855,0.012900770466386859,90,0.051778602552164946,False
S09,V08,0.27114173729718316,0.01316068563782094,83,0.05270229316502956,False
T05,V01,0.2677417257343615,0.013237476930893334,85,0.052890144848038834,False
E07,S13,0.2644388611000096,0.013320791949864125,87,0.053103157097431304,False
T07,T11,0.26103242926095266,0.01348262740841318,89,0.053626894978081714,False
S04,S06,0.263895420546785,0.013518830257744613,87,0.053626894978081714,False
E07,V13,0.26682952498446694,0.013565981602004748,85,0.053626894978081714,False
E11,S10,0.2683809035858126,0.013573360988802604,84,0.053626894978081714,False
S04,V10,0.26619832809128724,0.013797408400330963,85,0.05439067454028019,False
E11,S05,0.2627223463818354,0.013955045322956364,87,0.054889844936961696,False
V01,V15,0.2671705857621036,0.014017885631102659,84,0.055014761789471636,False
E15,V07,0.2647049984928828,0.014358604746620018,85,0.05615229322058579,False
V02,V13,0.2662321543371258,0.014371180129336365,84,0.05615229322058579,False
T11,V03,0.26565917769361197,0.01459065931193348,84,0.05688428850687722,False
E03,S06,-0.26032967335051266,0.014882739551245083,87,0.05789549232022813,False
S09,S10,0.2671251869401114,0.015264293863071557,82,0.05924956170534354,False
T12,S04,0.2595964705608404,0.015791178307623874,86,0.06116058119145352,False
E10,S15,0.2593880358808134,0.01587837236414056,86,0.06136401546840348,False
T10,T14,0.2533792139154197,0.01596880836797936,90,0.06157906494841714,False
E11,V03,0.2583435291626531,0.016321608039403874,86,0.06268010719186642,False
S05,V12,0.26130789075486643,0.01635411468608304,84,0.06268010719186642,False
T05,S07,0.2582528874066321,0.016360570351775305,86,0.06268010719186642,False
V09,V11,0.26110400679852763,0.016441067236235455,84,0.06285246006077053,False
V02,V06,0.26232023725881515,0.016587622116036833,83,0.06327605850298533,False
E13,S02,0.25902500984919136,0.016677520506018232,85,0.06348217482935972,False
E11,S02,0.25528833207596213,0.01701344787104012,87,0.06456124799196045,False
E11,V12,0.2597380739692086,0.01703395639109917,84,0.06456124799196045,False
S07,V10,0.2596402145504898,0.017077130743692666,84,0.06458658422294021,False
S07,V03,0.2575911016855061,0.017311586116913025,85,0.06533370453504489,False
S10,V07,0.2620010094907875,0.017416535752759647,82,0.06558993251571187,False
S11,S15,0.25568433389827283,0.017498511864007145,86,0.06564842179688139,False
T13,E11,0.25715996380369704,0.017506245812501705,85,0.06564842179688139,False
E11,S01,0.254922203790965,0.017848999682654382,86,0.06679223982726905,False
S08,S12,0.2562673737062116,0.01791524689041807,85,0.06689870674270038,False
E07,S15,0.2540326874917885,0.018265692692132327,86,0.06806373908436678,False
T13,V13,0.2583995760232877,0.01834212206755393,83,0.06820494970497994,False
S05,V09,0.25493216224895615,0.018542397202906145,85,0.0688051216963184,False
T07,S14,0.2560521219187826,0.0187265692886495,84,0.06934315406048036,False
T11,V09,0.2574852097358184,0.018773496046116677,83,0.06936773870902203,False
S03,V15,0.2543709205525614,0.018811590158378855,85,0.06936773870902203,False
S02,V12,0.25512187391219343,0.019175891675469063,84,0.07056409202823334,False
E07,S03,0.2499627230704286,0.01954488525243431,87,0.0716317922215649,False
S11,V04,0.2514026845392095,0.019546980589274492,86,0.0716317922215649,False
T09,S08,0.2512008957443711,0.0196483968997041,86,0.07185467461255426,False
E14,S09,0.25249730893839734,0.01973468387000045,85,0.07202142360804288,False
E03,E05,-0.25237269804525697,0.019797431223865763,85,0.07210175569185678,False
S03,V06,0.25351999872866693,0.01997130692446877,84,0.07240201123589325,False
T04,E10,0.24909409838476032,0.01998701109372541,87,0.07240201123589325,False
S02,V15,0.25196762038391396,0.020002589544831525,85,0.07240201123589325,False
S06,V03,0.2502213961516753,0.02014711608657019,86,0.07269732163930624,False
V07,V11,0.2531356266308605,0.02016631916660981,84,0.07269732163930624,False
S07,S13,0.24996420090632113,0.020279852922435768,86,0.07295800746486038,False
S07,S12,0.25132708303677265,0.020330717927007906,85,0.07299263839919674,False
T07,T09,0.24417175404573946,0.020380983309714988,90,0.07302498068460633,False
E05,S07,0.2521646758365091,0.020666211313893377,84,0.07389736166786116,False
T05,S05,0.2474358884329743,0.020854873228038216,87,0.07442162422102347,False
S02,S14,0.2512115125926201,0.02116722235242963,84,0.075384272764186,False
T06,E15,0.24676323227210542,0.021216011503406657,87,0.07540630594584294,False
E09,S03,0.24753099066383633,0.021573122352294992,86,0.0765218969209662,False
T11,V12,0.2532276128531108,0.021709063035824323,82,0.07685008314681811,False
T02,V02,0.24831364059804742,0.021936976748384827,85,0.07736607319733207,False
V11,V15,0.24976784362766047,0.021945820451364423,84,0.07736607319733207,False
S01,V12,0.2511908972361277,0.021985951874722052,83,0.07736607319733207,False
V10,V14,0.24813993883035204,0.022032779816638263,85,0.07737702435605104,False
T05,T08,0.2401658724571252,0.02260501571199286,90,0.07922946101035122,False
T03,S02,0.24613394550333506,0.023165302269181468,85,0.08103277671235415,False
E10,V01,0.24589027245408993,0.0233061946736844,85,0.08136482164185678,False
E01,V07,0.24554827127539178,0.02350517207867341,85,0.0818979420851416,False
S04,S05,0.24242250683758348,0.023677555917385764,87,0.08233649110760866,False
T06,V05,0.243575505137311,0.023825886132783747,86,0.08268984010789653,False
S10,S15,0.24780074730557058,0.02390288101692961,83,0.08279471506842546,False
T13,E10,0.2447635954848076,0.023967175492274145,85,0.08283428121809068,False
T02,T06,0.2365003840954706,0.024007901844565263,91,0.08283428121809068,False
S04,V13,0.24441327702285812,0.024175920031325637,85,0.08325170905728867,False
S11,V02,0.24339795257536195,0.02478968437478072,85,0.08515357312271615,False
E12,S09,0.24334111391993168,0.024824431486622334,85,0.08515357312271615,False
T12,V02,0.24470234121585535,0.024874111642847304,84,0.08515895088557007,False
E08,E12,0.24287703247243883,0.02510969041512552,85,0.0856614663956267,False
E03,S14,-0.2443042711235405,0.025117684214310883,84,0.0856614663956267,False
T02,V11,0.24382228334896086,0.025415314381228345,84,0.08650982010533494,False
T07,V10,0.24228386913075983,0.02547834451958677,85,0.08655790748496849,False
E09,S12,0.24203940980049843,0.025631609619849775,85,0.08664955510001053,False
E15,S14,0.24346405625921966,0.025638457262449253,84,0.08664955510001053,False
T07,S12,0.24059635211975344,0.025652184673675433,86,0.08664955510001053,False
S08,V10,0.24314538565709629,0.025838355907355014,84,0.0871121713447969,False
E11,S13,0.23881150497877288,0.025906886084766333,87,0.08717716420159013,False
S04,V03,0.24006032658480256,0.0259930954389196,86,0.0873012882863144,False
S01,S11,0.23953349651821293,0.026331898099812043,86,0.08827170385732445,False
S11,V11,0.24215116144744894,0.026470544721225554,84,0.08830663809862196,False
E05,E09,0.24069210611374303,0.026490428769718615,85,0.08830663809862196,False
E03,S05,-0.23790766481597517,0.026491991429586588,87,0.08830663809862196,False
T11,E11,0.24053138688849085,0.026594487721536608,85,0.08848166027654097,False
S07,V08,0.24150929173561417,0.026885613410408443,84,0.08912264705699995,False
T11,S01,0.24150585669498442,0.0268878494510949,84,0.08912264705699995,False
T11,S11,0.23933153999799142,0.027382345915550037,85,0.09059206031873564,False
T04,E07,0.2364042083757752,0.027490095271071376,87,0.09077885938394839,False
T05,S10,0.24028985773822176,0.027689370405003084,84,0.0912666398824124,False
E14,S12,0.23708123444783602,0.027958670809431888,86,0.09198298760723873,False
T14,S12,0.23785154974593403,0.02838130536174789,85,0.09320020499126858,False
S12,S13,0.2354820324940901,0.029064739861610612,86,0.09526775843527922,False
S08,S14,0.23818596436463832,0.029123915470679426,84,0.095285268730319,False
E05,V12,0.2393941725306217,0.029279027874780084,83,0.09545123266502571,False
S15,V05,0.2365537413065311,0.029282496800626535,85,0.09545123266502571,False
V03,V11,0.2377162946971146,0.029452592744506564,84,0.09582920801061878,False
S11,V13,0.23622512277728253,0.029514484988878868,85,0.09585438244094606,False
E11,V13,0.23612472225890468,0.029585671487471283,85,0.09590959438246184,False
T09,S10,0.23879522808450543,0.029698224242507808,83,0.09605233742903618,False
S02,V07,0.23591022984607724,0.02973823780288804,85,0.09605233742903618,False
S05,S09,0.23537701649484152,0.030120387240095116,85,0.0970929219227592,False
T12,E11,0.23393441853741476,0.030170116981648343,86,0.0970929219227592,False
E07,S10,0.2365283334584807,0.030297940128286436,84,0.09732732128324319,False
E12,S10,0.23630003799915683,0.030462716048480196,84,0.09767936124240933,False
S05,S07,0.2332835080293518,0.030645513653742434,86,0.09808781042879586,False
E02,E07,-0.2316875747827354,0.030830494908494595,87,0.09850176171125528,False
T11,V08,0.23688350651674928,0.031070254182051785,83,0.09908891874275975,False
T12,S12,0.23385641070176544,0.031233018342949552,85,0.09917639360016664,False
V01,V07,0.235245258516503,0.0312338626983796,84,0.09917639360016664,False
S13,V07,0.2338123347552969,0.03126577832140846,85,0.09917639360016664,False
T07,S15,0.23215289776098846,0.03148627777472851,86,0.09969715860692212,False
S15,V07,0.2347573673611841,0.03159608197494034,84,0.09986618767079358,False
E02,E11,-0.23016462074804409,0.03197963865213289,87,0.10089832515913584,False
T07,S01,0.23129138694973736,0.03213989836198459,86,0.10110237784633191,False
T09,S12,0.23262589335838962,0.032158552953381284,85,0.10110237784633191,False
E01,E06,0.23072739292406202,0.03257395054627821,86,0.10222675969310714,False
T01,E08,0.23192312914818153,0.03269741433040211,85,0.10234688349199855,False
S12,V05,0.23188369697441627,0.032727873478232306,85,0.10234688349199855,False
E12,S01,0.230312317792905,0.032896534410613514,86,0.10269288519715329,False
S12,V02,0.2315299834518089,0.033002165589243064,85,0.10274320454756622,False
T05,S15,0.23014318449143237,0.033028747676590496,86,0.10274320454756622,False
T05,S13,0.22846835072482236,0.033301798017534655,87,0.10341084647550235,False
E08,S15,0.2313141929543394,0.03425421325004281,84,0.10618206208857403,False
T11,V07,0.23242756244825585,0.03447665235887397,83,0.1066844840510181,False
S12,V08,0.23094247913277843,0.03455207840377354,84,0.1066844840510181,False
T14,V02,0.23088651062680796,0.03459711516682734,84,0.1066844840510181,False
T10,S02,0.2267008494751811,0.034728051261110754,87,0.10690200127333223,False
E12,V08,0.22889205956054473,0.03510932733479062,85,0.10788803712253368,False
T06,E03,-0.22583396930640634,0.03544608105652359,87,0.10873407880424048,False
T12,V09,0.2296230873086815,0.035626937644695884,84,0.10892826191956026,False
V01,V08,0.2296163887370544,0.03563246533978836,84,0.10892826191956026,False
E14,S06,0.22526116863357395,0.03592732099137572,87,0.10964027268057765,False
T05,S12,0.22648100036870597,0.036002919424739016,86,0.10968187156934261,False
T12,V04,0.2275838737103565,0.036195426261066255,85,0.11007887368056234,False
E10,V13,0.22710140331702006,0.03660302235807697,85,0.11071512373321143,False
S12,V11,0.22980213662070165,0.036626454379023524,83,0.11071512373321143,False
T03,S12,0.2284162780854477,0.036634458665794865,84,0.11071512373321143,False
E02,E09,-0.22571234039666346,0.03665483757495023,86,0.11071512373321143,False
T06,T15,0.220418656714496,0.03683446460100904,90,0.1110681470933322,False
T07,S08,0.22501608760560513,0.03725384105216759,86,0.11199765861800703,False
T06,T12,0.2199251447705915,0.0372692773593255,90,0.11199765861800703,False
T10,S03,0.22362071300386127,0.03733592368250284,87,0.11200777104750853,False
S06,S10,0.22747840022882465,0.03743381476174976,84,0.11211142492097644,False
S03,S10,0.227219568029835,0.037656966093664146,84,0.11258923984085396,False
T15,V14,0.22714316717965835,0.037723046796016964,84,0.11259661522588538,False
T03,V04,0.22672392193676338,0.03808738669533251,84,0.11349271793053627,False
E15,S08,0.22353955083220778,0.03855124828973545,86,0.11468186466022141,False
S01,V06,0.22744783850221775,0.03864847107843579,83,0.1147781775315962,False
T05,V11,0.22573611724007675,0.03895745157044739,84,0.11550199209328622,False
E04,E07,0.2216460612902501,0.039092436022577094,87,0.11570838086950076,False
E13,V01,-0.2267965213391946,0.039224021571246395,83,0.11590403703022724,False
E03,E04,-0.22116746069240895,0.03952839029418082,87,0.11654286306146414,False
S10,V06,0.22778869860731887,0.039571898700531044,82,0.11654286306146414,False
T07,S13,0.22053812514611706,0.04010781025536769,87,0.11770364070028139,False
E05,S11,0.2230731366352968,0.0401582925699542,85,0.11770364070028139,False
T08,E13,0.2243946120036362,0.0401655361485706,84,0.11770364070028139,False
E12,S15,0.22139300377844456,0.040504469182760884,86,0.1185006784355153,False
E09,V08,0.2236858595789216,0.04081628850673768,84,0.1192158921731447,False
E01,S06,0.21962556152684246,0.04096054954117455,87,0.11925019947817567,False
T12,V06,0.22487607972290086,0.040962780385723624,83,0.11925019947817567,False
E05,S09,0.22463320624681446,0.04118717330898807,83,0.11970146264083419,False
E12,S11,0.21931618601064662,0.04125304644684116,87,0.11970146264083419,False
T06,E06,0.21999466459662384,0.04182065908909118,86,0.12104329661109434,False
S05,S06,0.2186880520422825,0.04185225848925973,87,0.12104329661109434,False
S14,V02,0.22356636127498553,0.04218497717888589,83,0.12180654095697883,False
T02,T04,0.21318301655910693,0.04246741500704786,91,0.12232653830523167,False
E12,S04,0.21801401663197517,0.042503288733173716,87,0.12232653830523167,False
E01,E12,0.21778772252686196,0.04272373668164796,87,0.12246710241493941,False
S02,V05,0.2190329533026377,0.042746350191388796,86,0.12246710241493941,False
V02,V15,0.22157483132061762,0.04280672345010314,84,0.12246710241493941,False
E09,E13,0.22152007267580118,0.04285940701125525,84,0.12246710241493941,False
E15,V01,0.22016690600431485,0.04289808107189968,85,0.12246710241493941,False
T11,S15,0.2213009099877872,0.04307080338307426,84,0.12276219321745803,False
T15,S13,0.21853144237241762,0.04323578668388714,86,0.12303431258919652,False
E14,S13,0.21713596745488467,0.04336396553170759,87,0.12320099356520456,False
E15,S01,0.21798708887666782,0.04377228786612008,86,0.12401798577451796,False
T03,V15,0.22189172585907582,0.04379166164354448,83,0.12401798577451796,False
T13,V12,0.22298908533212142,0.04404272660070118,82,0.12442594089194502,False
E01,E07,0.2164201190356137,0.04407630787528222,87,0.12442594089194502,False
S04,V09,0.21858727874908446,0.04445118226078779,85,0.12491614201586321,False
E09,S01,0.2185333595236957,0.04450500745688939,85,0.12491614201586321,False
E03,S13,-0.21598409804459182,0.044514928433058855,87,0.12491614201586321,False
E09,S08,0.21848950815825188,0.04454882214783441,85,0.12491614201586321,False
T01,S04,-0.21587923842171305,0.04462095104394662,87,0.12491614201586321,False
E05,E15,0.21836502097094357,0.04467339994126634,85,0.12491614201586321,False
S10,V02,0.22203093819299702,0.0449835456937897,82,0.12538870094697968,False
E05,E11,0.21805581272837082,0.04498408197815373,85,0.12538870094697968,False
S01,S10,0.220484801685886,0.04518039385483035,83,0.1256612697467617,False
S05,V06,0.21911809516876213,0.04522385809530351,84,0.1256612697467617,False
E02,S07,-0.21578666864070475,0.04599753435305952,86,0.127610714427767,False
S01,S05,0.21565789982231534,0.046130601957070055,86,0.12777960166512364,False
S15,V14,0.21779595666896598,0.04657074405070756,84,0.12879721401523808,False
T04,S15,0.21468736742960526,0.04714380926881594,86,0.130121015164553,False
T06,V03,0.21463742977776246,0.04719643600883786,86,0.130121015164553,False
E12,V10,0.21582320507701758,0.04728081210860484,85,0.1301509135804519,False
E09,V14,0.21674090348789019,0.047669169330230424,84,0.13101619520886312,False
T15,V11,0.21790015387318823,0.04782654659957929,83,0.13124494183140362,False
E03,S12,-0.2136911323920304,0.04820289645845801,86,0.13190428141544902,False
E15,V08,0.21493986698845893,0.04821585879988447,85,0.13190428141544902,False
E11,S12,0.21326748070912774,0.04865918605746503,86,0.13291166561992765,False
T05,T07,0.20708862067907338,0.04888451958131259,91,0.13332141703994344,False
E05,V08,0.21667835728063922,0.04912119915561016,83,0.13376080385450767,False
T07,V04,0.21248823197106834,0.04950776653610944,86,0.13460636984472152,False
E11,V01,0.21364302263568194,0.049616203708892664,85,0.13469429534469327,False
S03,S11,0.2104843232161864,0.050364754153895346,87,0.13651702121346823,False
T03,T15,0.20903194004474424,0.05064145888896376,88,0.13705715937838814,False
E05,V15,0.2151350785127703,0.05079761627053162,83,0.13718806625232283,False
S14,V04,0.2150922130935402,0.05084484263362925,83,0.13718806625232283,False
E04,V09,0.21213837563030352,0.05128272921160734,85,0.1381589508440563,False
S09,V01,0.21409607909851605,0.051952521920472367,83,0.13975070486206093,False
S14,V11,0.21646107680406676,0.05226450744778691,81,0.14037659815262948,False
T11,S08,0.21224463150461248,0.05259256879040885,84,0.1408827260713357,False
S03,V12,0.21222746470905685,0.05261213668539712,84,0.1408827260713357,False
S04,S08,0.20960986571457144,0.052748546765967526,86,0.1410346341023603,False
T08,V11,0.2125640304328806,0.053694725616996335,83,0.1433479100182255,False
S06,S12,0.2081248456679311,0.05448744726363157,86,0.14524515309733113,False
T10,S01,0.207829753687829,0.05483852027522957,86,0.1459611742664005,False
S01,V11,0.211055148175506,0.0554570869652047,83,0.14738595184446293,False
T10,S12,0.20698202205825283,0.0558573881035559,86,0.1482272517890464,False
E03,S11,-0.2056651550140992,0.055997607691409476,87,0.14828295133274183,False
T06,E11,0.20562556775930335,0.05604592906305327,87,0.14828295133274183,False
T11,E14,0.20784270709213143,0.05629522922942034,85,0.1487202324419015,False
S07,S10,0.21026949950427892,0.056393277873873264,83,0.14875723075522457,False
E12,V02,0.20722397729641795,0.0570491380410537,85,0.15004978865243232,False
T11,T14,0.20245114333092035,0.05708316651715205,89,0.15004978865243232,False
E12,V12,0.20835680674784726,0.05717916722088108,84,0.15004978865243232,False
S01,V09,0.2083214120291896,0.057222377028469947,84,0.15004978865243232,False
E04,S06,0.2045753233734863,0.057340393971119216,87,0.1501368303681672,False
E06,E07,0.2056425645252577,0.057498767391600696,86,0.15028039434830315,False
S05,V15,0.20675132227686338,0.05763059643676862,85,0.15028039434830315,False
S08,V15,0.20797235332934,0.05764993658898182,84,0.15028039434830315,False
T10,V10,0.20629436467103668,0.05819733376635674,85,0.15148423642125208,False
E04,V11,0.20744463943014868,0.058301275999706845,84,0.15153195083624246,False
T07,S06,0.20356332550324863,0.05861072050221252,87,0.1521128669925457,False
V05,V11,0.20699346373353006,0.05886289376843838,84,0.1525436632066412,False
E01,S11,0.20314985628448048,0.05913629691643656,87,0.1530281367574455,False
E04,E10,0.20295420134692402,0.05938633716108073,87,0.1534026938266796,False
T08,E08,-0.20646258145328006,0.05952936695086515,84,0.1534026938266796,False
T05,T06,0.19829046427390848,0.05954104557001631,91,0.1534026938266796,False
E08,V04,0.20638407704059689,0.05962844143054736,84,0.15340456588963491,False
T05,E10,0.2023914966025424,0.06011026037144889,87,0.15441968194116767,False
T10,V15,0.20439083260316482,0.06060728195363147,85,0.15547085370714162,False
T13,E09,0.20405752250492773,0.06103750359394261,85,0.15634787461834793,False
T13,S08,0.205199938436384,0.06113920619238265,84,0.15638207364236603,False
E05,V13,0.20634318003219845,0.06126729427954138,83,0.1564835654758849,False
S08,V05,0.2035830745125271,0.061654180063333924,85,0.1572448108243531,False
E03,V08,-0.20343408147591965,0.06184887916270829,85,0.15751441168056643,False
E09,E12,0.20178641782200724,0.06244508270191277,86,0.15880430514710575,False
E12,S02,0.2003686820264211,0.0627721938871815,87,0.15940714946960008,False
E11,S03,0.20020183106695927,0.06299596981230426,87,0.15974622717446785,False
S01,S06,0.20122290173025573,0.06319602462888813,86,0.16002426837357936,False
E06,S07,0.20213753872580292,0.06356433010690014,85,0.16072694898459036,False
S03,V13,0.20187718077403996,0.06391341867818064,85,0.16108258745264167,False
T05,S06,0.199491572180684,0.06395580723279667,87,0.16108258745264167,False
T01,E12,0.19947525302051095,0.06397799942328085,87,0.16108258745264167,False
E12,V05,0.20056801084312142,0.06407792307434278,86,0.16110500545679932,False
T13,S14,0.20527636331874952,0.06430279826264766,82,0.16118473890275764,False
S10,V09,0.20522864360442816,0.06436615706861075,82,0.16118473890275764,False
E02,S11,-0.19917836058143,0.06438283073686421,87,0.16118473890275764,False
E05,V01,0.20386973405946346,0.06450975313194625,83,0.16127438282986561,False
E10,V06,0.20242682012242313,0.06479920248399784,84,0.1617695181899523,False
S10,V01,0.20325176937385964,0.06534117925419887,83,0.1627650790989353,False
T04,E09,0.19958559169915147,0.0654195696482537,86,0.1627650790989353,False
T11,E12,0.20072726846092787,0.06547386232680336,85,0.1627650790989353,False
S01,V02,0.20165958794067024,0.06584255251836764,84,0.1634520588464386,False
S04,V04,0.19912899037234785,0.06605082597941864,86,0.163739442554021,False
T06,S12,0.19892492592181027,0.06633453648708376,86,0.16421276864634723,False
T07,S03,0.19757781774471467,0.0666011882113526,87,0.16439972528425018,False
T09,T11,0.19643523491161624,0.06661045924105154,88,0.16439972528425018,False
T13,V15,0.20226359058922158,0.06668870212095572,83,0.16439972528425018,False
S08,S15,0.1996687512674893,0.06693740662968917,85,0.16478332369200255,False
E03,V07,-0.19958308769573876,0.067056995542979,85,0.16484844737649004,False
E15,V06,0.20066681113346654,0.06721274394240162,84,0.16500215919285835,False
E10,V11,0.19968676487876702,0.0685878679606709,84,0.16814477325538432,False
T13,S10,0.20177607534616357,0.0690860963842425,82,0.1689134663020377,False
E08,S01,0.1993312397345661,0.06909228791111599,84,0.1689134663020377,False
T10,S14,0.1992010467801917,0.06927775253818362,84,0.16913327171391035,False
E02,S03,-0.19551650424400532,0.06954883174310003,87,0.1695612013571447,False
T06,V06,0.19880235905083807,0.06984819528201537,84,0.17005681657382007,False
T15,V15,0.19870265914939284,0.06999143589917854,84,0.1701714856339918,False
T11,S07,0.19861283055355797,0.07012069680010338,84,0.1702518975804979,False
E08,V10,0.19936238383162783,0.07077508225506085,83,0.1716053364266544,False
E12,S06,0.19459663016982345,0.07089775491856727,87,0.17166761450870596,False
S01,V03,0.19626899662797045,0.07181770591611673,85,0.17365756758405276,False
T09,V11,0.1982909632358587,0.07233420250993096,83,0.1746095696663479,False
T07,V07,0.195870028874749,0.07240871420062112,85,0.1746095696663479,False
E04,V05,0.19416773672084572,0.07323247987120139,86,0.17635576785309726,False
E08,V12,0.1984849492776529,0.07384124080437134,82,0.1775801579126865,False
E02,S09,-0.19476458229994087,0.07406670239555153,85,0.1778806828224236,False
