source,target,rho,p_value,n,q_value,fdr_significant
E13,S01,0.19510518026314372,0.07532030253006773,84,0.18050968405810744,False
T03,S15,0.19507565714175032,0.07536534266606859,84,0.18050968405810744,False
T03,T11,0.1903887581412943,0.07560804607628262,88,0.18084627237164896,False
S01,V15,0.19481400700415835,0.07576545693274338,84,0.1809782169648526,False
T12,E06,-0.19333970535894746,0.07624857530738878,85,0.1818867631995662,False
E07,V06,0.19421927253957558,0.07668125187441932,84,0.18258952990079655,False
T01,T07,0.18647909695956522,0.07674949731423313,91,0.18258952990079655,False
E09,E11,0.19159334547664372,0.07719899171778458,86,0.1834123695845352,False
T03,S05,0.19259273514204878,0.07741278275403664,85,0.1836005500298338,False
T01,T05,0.18602354203601362,0.0774856558600485,91,0.1836005500298338,False
T09,V15,0.19332952844397316,0.07806782991284318,84,0.18431491503916966,False
E15,V09,0.19216104375013326,0.07809206091699918,85,0.18431491503916966,False
E03,V13,-0.19215630724695035,0.0780995402708346,85,0.18431491503916966,False
T06,S04,0.18980434662927712,0.07826974539052342,87,0.18447063827060778,False
V01,V06,0.19407031225165927,0.07874642250650962,83,0.1853472976549495,False
E14,V09,0.19148369368999638,0.07916748339371142,85,0.1859290147430674,False
S15,V13,0.1926100478724785,0.07920365938772475,84,0.1859290147430674,False
T13,S05,0.19112427402153667,0.0797429142098293,85,0.18662649153469857,False
E09,S15,0.19110049450505476,0.07978110261886254,85,0.18662649153469857,False
E03,V05,-0.18995156945568278,0.07981709270721289,86,0.18662649153469857,False
E03,S07,-0.1895069750028349,0.08053813710244836,86,0.18800196454591364,False
E15,S10,0.19172569961649186,0.08061779157646806,84,0.18800196454591364,False
T13,V02,0.192628994761826,0.08103730551183334,83,0.18849860442987026,False
S03,V04,0.18919710500114484,0.08104375026617587,86,0.18849860442987026,False
T12,V13,0.19097095024248634,0.08184054068802357,84,0.19003042436509152,False
T15,S11,0.18866549309979125,0.08191706993817222,86,0.19003042436509152,False
T14,V13,0.19083803964673193,0.08205738674262772,84,0.19010677295085218,False
E10,V08,0.18934040190329973,0.08264845743278884,85,0.1912258426876291,False
T10,V13,0.18926351955211845,0.08277555101679818,85,0.19126987637040832,False
T14,S10,0.1914885773727881,0.08288729170849593,83,0.19127836548114446,False
E06,E08,0.18992939331022152,0.08355213722683977,84,0.1925615662649823,False
E01,V14,0.18869570102629224,0.08371902908622175,85,0.19259335715482895,False
T05,V14,0.1886570557671294,0.08378355085266571,85,0.19259335715482895,False
E02,V11,-0.18959130048583503,0.0841138038259471,84,0.19310172862766067,False
E13,S10,0.19042920983597436,0.0846357398640415,83,0.193937486046231,False
T12,E10,0.18700278709658205,0.08469699249363649,86,0.193937486046231,False
T14,S09,0.18837757846204425,0.08615488686740819,84,0.1970208653169412,False
S10,V14,0.1899841676525868,0.08734420475293046,82,0.19948289343572506,False
T10,S15,0.18535627520182799,0.08752317547301024,86,0.19963404714848987,False
T13,E07,0.18613666259444225,0.08807763258460288,85,0.2006401668915664,False
E11,S15,0.18486249114326592,0.08838514686153831,86,0.2010342280978953,False
S03,S07,0.18480965527899418,0.0884777760950624,86,0.2010342280978953,False
T12,S10,0.18807756684545163,0.08862167892576123,83,0.20110304063922738,False
E14,V11,0.18666376969143852,0.08910360565202932,84,0.201937749044932,False
E05,S05,0.18519482152590197,0.08972629855287995,85,0.20308710979488862,False
E02,E15,-0.1829639188981748,0.08984022992621343,87,0.20308710979488862,False
E10,V12,0.18604230865788643,0.09019237541409098,84,0.2036230924527309,False
T11,E15,0.18444353644526515,0.09105881168428069,85,0.20507170446915227,False
T03,V07,0.1866767069414944,0.09106573995070828,83,0.20507170446915227,False
T06,V09,0.18351526078011826,0.09272676421890799,85,0.20854685218229624,False
T09,S02,0.18220516671675763,0.09313986611603822,86,0.20921010536216708,False
S02,S11,0.18092266372065285,0.09354322460386061,87,0.2098498194535276,False
S11,V01,0.18276310469269685,0.09409584325795273,85,0.21082233236275483,False
T06,S10,0.18366356964128772,0.09445720180919094,84,0.2113577106691825,False
T01,T08,0.17729723859070168,0.09457361968926131,90,0.2113577106691825,False
E06,V11,0.18414738602071323,0.09561302042458988,83,0.21341115529826496,False
T14,E14,-0.18070761715175787,0.09590690050533032,86,0.21379749860760033,False
E13,S08,0.18269838670526575,0.09623227328589469,84,0.21425298580633156,False
T01,E02,0.17924642812484104,0.09667309141994256,87,0.21472456073220283,False
S01,V13,0.18245354168263092,0.09668670898506534,84,0.21472456073220283,False
T02,E05,-0.18128102774439425,0.09684005699265959,85,0.21479561513409456,False
E15,S03,0.17897503565627734,0.09718748526364684,87,0.21529643168542542,False
T12,S09,0.18196089882852015,0.0976061649236874,84,0.21595363989365837,False
E06,E13,0.18068319443570668,0.09796463262173837,85,0.21647615448249302,False
T15,E09,-0.1793349099343347,0.09849964268558381,86,0.21738699196194933,False
E13,V06,0.1835394806647949,0.0988285831226297,82,0.21784133515199822,False
T10,E07,0.1779302040982862,0.0991879370117001,87,0.2183615031227726,False
T02,S14,0.1809906447317685,0.09943706707541516,84,0.21863802325898737,False
V01,V12,0.1818169284836178,0.0999589364165548,83,0.21951280081551117,False
T12,S03,0.1781074915098876,0.1008642204344923,86,0.2212263570868047,False
T05,E14,0.1768902110622669,0.10121103333188453,87,0.2217122883631629,False
T10,S10,0.17971598522766655,0.10188314066103822,84,0.22290872555010835,False
T08,E02,0.17742959126461946,0.10218907958821222,86,0.22330206280387116,False
E10,S10,0.17936785335494201,0.1025593140683012,84,0.22367046246034908,False
S05,S12,0.1772154491446189,0.10261040424734659,86,0.22367046246034908,False
E04,V07,0.17783965431358503,0.10345441671822923,85,0.22523286296588652,False
E06,E14,0.1766118246340747,0.10380534122392612,86,0.22571923091689094,False
S12,V13,0.17862036670030662,0.10402298702172826,84,0.22591495340915216,False
E14,V07,0.17747577517241725,0.10417391955260863,85,0.2259654872648496,False
E08,S06,0.1771383271317059,0.10484464189126674,85,0.22714200262857054,False
E03,E15,-0.17497019672511085,0.10503070252009226,87,0.2272669235459209,False
T08,E06,0.17678383729417715,0.10555285719683388,85,0.228117896505978,False
T15,V09,0.17764406984673425,0.10595917092343977,84,0.22871674699327854,False
T05,T11,0.17231451165687475,0.10636822543751154,89,0.22932004753275934,False
E14,V03,0.17525673848235473,0.10652741148981017,86,0.2293838422590803,False
S13,V02,0.1761325594208949,0.10686371431312407,85,0.22980491249844487,False
T06,V02,0.17607378828837605,0.10698262593147942,85,0.22980491249844487,False
E09,S14,0.177769644984484,0.10787207637403075,83,0.23143463658428415,False
T12,V08,0.17628205026893634,0.1087070456519844,84,0.2329436692542523,False
E03,V01,-0.17498247966230032,0.10920942223579462,85,0.23373721566790384,False
T07,V05,0.1733949029619496,0.11035765473279355,86,0.23590947932010214,False
T14,E01,-0.17288893722188228,0.11141679027839535,86,0.23788627116135075,False
E14,V06,0.17473747611033824,0.1118898306327442,84,0.2386084339999485,False
V01,V05,0.17345368404819556,0.11238920928562107,85,0.23932839363544417,False
S02,V09,0.1734020385842954,0.11249786638683025,85,0.23932839363544417,False
T12,S15,0.17307114828748515,0.11319595823772109,85,0.24052442506694638,False
T04,T14,0.16797721326846293,0.11352103143933656,90,0.2406783404729409,False
E10,V02,0.1729084917678107,0.11354034705926874,85,0.2406783404729409,False
E03,S04,-0.17081344762810852,0.113684512808326,87,0.24069567903198208,False
E01,V03,0.1713409413459117,0.11470615784779874,86,0.24256857752760305,False
E14,S14,0.17330962298402047,0.11489583638286269,84,0.2426797498778842,False
E07,S04,0.1701733867672291,0.11506467494116474,87,0.24274669206896493,False
T04,S03,0.16964427445394312,0.11621534266253261,87,0.24488232918176514,False
E13,S07,0.17247581517925326,0.1166798400089293,84,0.24556874770012468,False
E05,V02,0.17327375748497745,0.11722378655748708,83,0.24642054893913554,False
T15,V13,0.171932852565096,0.11785298672843486,84,0.24697096716460532,False
T09,V07,0.17190296114445774,0.11791783417143412,84,0.24697096716460532,False
T07,S02,0.16878078747643588,0.11811222612463734,87,0.24697096716460532,False
T04,T06,0.1648460340711338,0.11840684453247549,91,0.24697096716460532,False
S01,V01,0.17166050868014932,0.11844483439696665,84,0.24697096716460532,False
V02,V09,0.171629568325161,0.11851221729271343,84,0.24697096716460532,False
E04,S09,0.17059600628875138,0.11852462011351268,85,0.24697096716460532,False
T06,S14,0.17152778348869402,0.1187340957656679,84,0.24697096716460532,False
T14,V14,0.17152443132428818,0.11874140850682435,84,0.24697096716460532,False
T11,T15,0.1672525923846447,0.11934522062905109,88,0.24762565931564265,False
T03,S08,0.1711751181587275,0.11950533610248522,84,0.24762565931564265,False
S05,V04,0.16909102364527992,0.11962020456141538,86,0.24762565931564265,False
S03,V08,0.17004820750343505,0.11972964843500282,85,0.24762565931564265,False
E04,V13,0.17003641784402462,0.11975568608711307,85,0.24762565931564265,False
S11,V03,0.16876312124869974,0.12034969675604264,86,0.248563551059738,False
S04,V08,0.16957252110562063,0.12078366996901742,85,0.2490240777863093,False
T04,V05,-0.16853730620894222,0.12085405808951395,86,0.2490240777863093,False
V01,V10,0.1704894771129597,0.12101577635532097,84,0.2490673536615327,False
T12,E03,-0.16809692801347836,0.12184231989552821,86,0.25047724299080715,False
E04,S03,0.1668711213861963,0.12239196495511728,87,0.2513152876688603,False
S08,V07,0.1697097796784805,0.12275118707626488,84,0.2516252579124724,False
S04,S15,0.16766075693716662,0.12282724454032551,86,0.2516252579124724,False
T15,V02,0.16936868658894594,0.12351634786858764,84,0.2526853162584586,False
S12,V01,0.16930182186347598,0.12366677040982825,84,0.2526853162584586,False
T14,S14,0.17023626904427022,0.123887290637209,83,0.2526853162584586,False
E08,S07,0.1691912898384711,0.12391573701262262,84,0.2526853162584586,False
E03,V14,-0.1675632016487552,0.12531471316250062,85,0.25524400724698054,False
T12,V07,0.16798488577978204,0.126658109382138,84,0.2576837397774532,False
E01,S09,0.16678615731561386,0.12710142284597037,85,0.25828876973291337,False
T02,S08,0.1654373072964799,0.12794323040165287,86,0.25970128189326325,False
E12,V06,0.16704031527405944,0.1288374685198449,84,0.2610870553783105,False
E01,V05,0.1650201477150797,0.12892095276872506,86,0.2610870553783105,False
E14,V12,0.16682223069494423,0.12934468389774373,84,0.26164581771315015,False
T03,T10,0.16181113642691128,0.12978609136452976,89,0.2620330553461724,False
T02,E03,-0.16361467319999712,0.12996318072729215,87,0.2620330553461724,False
E08,S08,0.16654988299868764,0.12998023875363807,84,0.2620330553461724,False
E07,S07,0.16429614790634575,0.13063135299532216,86,0.26258783396750424,False
T07,V12,0.16625225909010677,0.13067749632293799,84,0.26258783396750424,False
S02,V03,0.16421409168190612,0.1308262907069017,86,0.26258783396750424,False
T05,T12,0.16045756503192682,0.13084885285838346,90,0.26258783396750424,False
S13,V01,0.16507229038621338,0.1311109656564077,85,0.26262593249331573,False
E07,S12,0.1640719102214325,0.13116459001361078,86,0.26262593249331573,False
T10,E05,0.16484433645798097,0.13165143259807038,85,0.26330286519614077,False
S05,V10,0.16462364297446688,0.13217629895098226,85,0.26405423153864405,False
E06,E10,0.163200658231058,0.13325216620199468,86,0.26590342071874923,False
E09,S04,0.1630273697348547,0.13367037091218686,86,0.266348873352364,False
E04,V14,0.163954944778638,0.13377635503404045,85,0.266348873352364,False
S11,V10,0.1636080521282725,0.1346121712201748,85,0.26771184613450494,False
E11,V11,0.16448972591172784,0.13486517066547435,84,0.2678625752716717,False
T14,V01,0.1643455657453762,0.13521213895891335,84,0.2678625752716717,False
T11,S06,0.16333815693687503,0.13526520358891228,85,0.2678625752716717,False
T09,T10,-0.158623056197834,0.13536732551126376,90,0.2678625752716717,False
T06,V07,0.16326417172273197,0.13544463551872662,85,0.2678625752716717,False
E14,S03,0.16110446089483513,0.13603916361882967,87,0.2687380799166613,False
T04,S14,0.1638618127075371,0.13638139607864022,84,0.26911379159330345,False
E09,V15,0.1635118701098896,0.1372319896845146,84,0.2704906700908584,False
E06,E09,0.16228545566470245,0.1378352766307864,85,0.2711477019740659,False
T01,V12,-0.1632497620693986,0.1378717128681691,84,0.2711477019740659,False
E03,V02,-0.16211522380485713,0.1382543302778612,85,0.2715984068721579,False
S01,V08,0.16249611263201147,0.13972370487746474,84,0.27418066256442636,False
E01,E03,-0.15950814099380378,0.1400136290608384,87,0.2742605497838717,False
T12,S01,0.16138038841654115,0.14007431469187573,85,0.2742605497838717,False
E15,V04,0.16017492172366377,0.14069842586241854,86,0.2751781367695921,False
T09,V14,0.16197012746330958,0.14102733468732237,84,0.27551697836264966,False
T10,S06,0.15870083476910404,0.14205674701263746,87,0.27684149113891854,False
E08,E14,0.16055219051951683,0.14214715850503343,85,0.27684149113891854,False
T04,V03,0.15958957632965512,0.14217452850015647,86,0.27684149113891854,False
E13,V08,0.16232515130429995,0.14260254256110383,83,0.27721240071600334,False
T05,E09,-0.1593908770397639,0.14267824692219155,86,0.27721240071600334,False
E10,V03,0.15908169899459804,0.14346471116646475,86,0.2784348012770204,False
T14,V11,0.16152083277812113,0.14461854716160485,83,0.2801275647993164,False
S05,S11,0.15768733282267275,0.14465344306586167,87,0.2801275647993164,False
T04,S08,-0.15838592757485095,0.14524650000880682,86,0.2809686393612984,False
E04,S14,0.1599930293382358,0.14600964101135636,84,0.28213653339530653,False
S14,V01,0.16174056146933444,0.14658068240545272,82,0.28293108817628276,False
E15,S04,0.15665004369237884,0.14734791209079717,87,0.28388784954557755,False
T08,S12,0.15847943930402564,0.14743620125293677,85,0.28388784954557755,False
E05,E08,0.1603632461422984,0.14755752631747532,83,0.28388784954557755,False
T05,V15,0.15832617156216636,0.1478330810100734,85,0.28410917848841466,False
T03,T09,0.1554202757393107,0.14819758784497533,88,0.2843887453462547,False
S13,V05,0.15720838408971718,0.1482998937596571,86,0.2843887453462547,False
T04,S12,0.15672147842183415,0.14957642565772483,86,0.2865262699287586,False
E05,S12,0.1583582939442807,0.1502281174237742,84,0.28746353280008685,False
T06,V11,0.15811927737882306,0.15085247248374012,84,0.28834651867842337,False
E10,S02,0.1549502209987229,0.1518446043621996,87,0.28967089036497323,False
S04,V14,0.1567834421924487,0.15187264760378258,85,0.28967089036497323,False
T05,V10,0.15641494664004663,0.15284963239398672,85,0.29109101446846647,False
E08,V15,0.15828495846579052,0.1529461262461434,83,0.29109101446846647,False
S05,V11,0.15720253756141,0.15326517214536053,84,0.29138491374574454,False
E02,S06,-0.15426931755984513,0.1536743690020937,87,0.2918493917743625,False
E09,S09,0.1569364588055953,0.15397080993860235,84,0.29208163575623075,False
S08,S11,0.1550107859152048,0.15412669367023704,86,0.29208163575623075,False
T03,E01,-0.1557096592334318,0.15473262555961112,85,0.2929163072091034,False
T02,V08,0.15552924635058907,0.15521706297732166,85,0.29351944601480695,False
E09,V02,-0.1556489602688163,0.15741951147904973,84,0.297366633210158,False
E08,V08,0.156397124661767,0.15796703348353097,83,0.2978336724550963,False
T04,T10,0.14922106804477003,0.15803307812144132,91,0.2978336724550963,False
T11,T13,0.15254336607913171,0.1583861491149719,87,0.2978336724550963,False
T08,E12,0.15343413119942861,0.1584111903640754,86,0.2978336724550963,False
T15,E08,0.1552469248589539,0.1585080900862716,84,0.2978336724550963,False
T10,V04,0.1531768280393848,0.15911872498119184,86,0.29866399068580013,False
E07,V01,0.15394905997875022,0.1595085315474296,85,0.29876538952362186,False
T11,V14,0.15582583172101422,0.15951033508464557,83,0.29876538952362186,False
E02,S14,-0.15433972937519105,0.16098501168847743,84,0.3012087427997939,False
T09,S11,0.15223400083490285,0.1617313907873131,86,0.30228570400585447,False
T05,T10,0.1476272972546172,0.16257260401433773,91,0.3035374568622129,False
T02,V03,0.15181202933701177,0.1629109631749679,86,0.3038486879027325,False
T15,V04,0.15255033155186562,0.1633801702739948,85,0.3044030540894429,False
E15,S12,0.1510214162812611,0.165138162448955,86,0.3073549395737648,False
E09,V10,0.1527358628939276,0.16543409482122823,84,0.307383206396551,False
E07,V05,0.15089347851113125,0.16550067553441417,86,0.307383206396551,False
T10,S04,0.14986136527250143,0.16591984566665224,87,0.307838707368946,False
T13,V05,0.1523958129928354,0.1663889426561032,84,0.30838578900659963,False
T08,S10,0.15297541067105805,0.16737806350526765,83,0.3098241312131191,False
T11,E13,0.15292665572460168,0.1675150811135339,83,0.3098241312131191,False
T13,V09,0.15282868431884533,0.1677906633075376,83,0.3100098894095424,False
S05,S13,0.14913918441025018,0.16799296376256453,87,0.31006000611025986,False
T03,E07,0.15070403482088224,0.16859658756938328,85,0.3106085227623863,False
T03,E14,0.15068845408967982,0.1686411245054538,85,0.3106085227623863,False
T02,S07,0.14947614668926007,0.16955611672435575,86,0.3119691544720475,False
T10,V02,0.15018119209612943,0.17009585284668496,85,0.3126372373194521,False
T09,S05,-0.149164687937103,0.17045702428749265,86,0.3129760715652095,False
T09,E06,0.1499144759396924,0.1708644366055287,85,0.31339901843708373,False
T05,E12,0.14783386932225262,0.17178841163386424,87,0.3147675865340991,False
E14,V08,0.14950862889881725,0.17203884229529728,85,0.3148589246960991,False
T03,V08,0.15127908743387067,0.17219403339312087,83,0.3148589246960991,False
T12,E04,-0.1483849179999492,0.1727279800581123,86,0.3150675614995938,False
S10,V05,0.15108040425773442,0.17276469525295687,83,0.3150675614995938,False
T05,V02,0.14923219605064392,0.17284214814469243,85,0.3150675614995938,False
T13,S11,0.14912295540490816,0.17316035618749476,85,0.3153228708352528,False
T06,T07,0.14379562862028145,0.17388086836141345,91,0.3163094933193235,False
T02,S01,0.14782807524751138,0.1743632401813141,86,0.31686132969294245,False
T03,S11,0.1482561118122607,0.17570064703104069,85,0.31884047165985885,False
E04,E12,0.14647283810544726,0.17581259906215946,87,0.31884047165985885,False
T10,E03,-0.14619950601738269,0.17662902404267275,87,0.31999321653585544,False
E04,S11,0.14603782475464633,0.17711325976345368,87,0.3205424026393794,False
T08,E04,-0.1468048583212274,0.1773976298911604,86,0.320729116350719,False
T10,S09,0.14734366975580876,0.17840393143106706,85,0.32209141680690473,False
E05,S10,0.15002889547792483,0.17851507338280992,82,0.32209141680690473,False
E01,E15,0.14522210584639514,0.17957115845318122,87,0.32366695566408427,False
E14,S04,0.14505887592525546,0.18006597363788773,87,0.32407904726881437,False
T15,S10,0.14854607660866678,0.180165978820629,83,0.32407904726881437,False
T13,V11,0.14830042535771668,0.18362808101852518,82,0.3292552392550934,False
E01,E11,0.14385579051324435,0.18374373364352237,87,0.3292552392550934,False
E04,V01,0.14552656239915082,0.18387773283764622,85,0.3292552392550934,False
T03,S09,0.14729062908970667,0.18391687234747667,83,0.3292552392550934,False
E13,S15,0.14637532288012758,0.18397369018264823,84,0.3292552392550934,False
T05,T14,0.14087501520833354,0.18537306110799232,90,0.33142456379913776,False
T04,T11,-0.14093620813764388,0.18771132204305482,89,0.33486908751954486,False
S04,S07,0.14339646934826375,0.187783754487661,86,0.33486908751954486,False
T06,E07,0.1425275443923268,0.18786723384571077,87,0.33486908751954486,False
T11,V05,0.14499091565553787,0.1882016304950761,84,0.3351276518876104,False
T15,S07,0.14399136027749987,0.18859666445246656,85,0.33549356390036766,False
T05,E03,-0.14154905006642668,0.19094756335692176,87,0.3393345252427224,False
T07,E11,0.14147752428264943,0.19117415225290277,87,0.33939643880405007,False
T07,T08,0.13858665188739733,0.1926887353986429,90,0.3417028866269124,False
T13,E04,-0.1426282987345134,0.1928594258419692,85,0.3417028866269124,False
S10,V13,0.14509723925450715,0.19338329337993687,82,0.34228842928248826,False
T03,E15,0.14224753741939908,0.19406252170070623,85,0.34314751589435566,False
T03,T13,0.1403250432321055,0.19485196469386462,87,0.34406013596401147,False
T14,V10,0.1428216132605833,0.1949674103796065,84,0.34406013596401147,False
S01,S13,0.14103100569179183,0.19524642198086878,86,0.3442093295877866,False
E09,S11,0.14044528357664726,0.19712682311697965,86,0.34717858399706863,False
S08,V14,0.14196280988451762,0.19769372118672585,84,0.34783090109394105,False
T12,S11,0.13997908153426894,0.19863279578613044,86,0.3491360958703584,False
E06,S14,0.14228303603885073,0.1994427314953987,83,0.35015087205503614,False
T06,V04,0.13963187074749653,0.19975974521304735,86,0.35015087205503614,False
T02,S13,0.13879788514225763,0.19980360495795846,87,0.35015087205503614,False
S01,V10,0.14087673182165603,0.2011805931553439,84,0.3522152817853202,False
T01,S05,-0.13819932262527715,0.20176879387156438,87,0.3528960129967085,False
T15,S09,0.14049513733841845,0.20241610080669714,84,0.3535103317120767,False
T03,E13,-0.1413242665171996,0.2025194781672575,83,0.3535103317120767,False
E06,S04,0.13866770884041474,0.20291317647422588,86,0.3538030439875257,False
S03,V02,0.13944423351402802,0.2030869450233481,85,0.3538030439875257,False
S05,V14,0.1392001322597118,0.20388672621409865,85,0.3548471046204077,False
E02,S15,-0.13824523997419225,0.20430608271060635,86,0.355156095607532,False
E04,E05,0.1390238893464537,0.20446557142603114,85,0.355156095607532,False
T05,E11,0.13714712428974246,0.20525683206605527,87,0.35608612567890763,False
E05,E14,0.13869348384337687,0.2055539026002644,85,0.35608612567890763,False
T11,E07,0.13867814393417746,0.20560453132420542,85,0.35608612567890763,False
T13,S03,0.13861221547378325,0.20582222671176492,85,0.35611470310833226,False
T02,S12,0.13717720998421468,0.2078578735511712,86,0.35928558221247364,False
S05,V05,0.13703492848212123,0.20833433714061084,86,0.3597578309647621,False
E10,E13,0.13756685322911066,0.20929599904723326,85,0.36106619718674743,False
T04,E04,-0.13579102217396752,0.20981552264037404,87,0.3616100049400799,False
S05,S08,0.13640371966690926,0.21045746587736117,86,0.3623635356059623,False
T15,V01,0.13789936585847357,0.2109647546250559,84,0.3628839802588425,False
T10,S13,0.13473035735220143,0.2134309075643162,87,0.3664813320986896,False
T04,S01,0.1355036777906764,0.2135113601030831,86,0.3664813320986896,False
T15,V12,0.13793210247696452,0.21367725125754103,83,0.3664813320986896,False
T15,V08,0.1368837755021303,0.21437817993100314,84,0.3673275687104313,False
T14,S13,0.13514413080995466,0.2147400592793206,86,0.367591784259572,False
E02,V14,-0.13486898284191143,0.21845321318472807,85,0.37358665443185385,False
T11,E06,0.13554303215493846,0.21894406123218582,84,0.37387149761550964,False
E07,S05,0.13310906313222912,0.21904222769903023,87,0.37387149761550964,False
E03,V15,-0.13446993406185287,0.2198313067955602,85,0.3748568526282674,False
S12,V12,0.13582112974970964,0.2208367631893845,83,0.37620892285390817,False
T12,E01,-0.1331912404270852,0.2215012190115845,86,0.3769751219277369,False
T03,T06,0.13082224110219304,0.22171248696427917,89,0.3769751219277369,False
T12,E07,0.13278029947777686,0.22294281854922035,86,0.37843998977359256,False
T13,V03,0.1343679932845092,0.22300164369144468,84,0.37843998977359256,False
T15,E07,0.13266577968129245,0.22334573133622126,86,0.37866086634589236,False
T14,V05,-0.13339041921092537,0.2235900167531647,85,0.37871227718000144,False
T10,V12,0.13412479041662892,0.22384801385687267,84,0.37878679209050153,False
E13,S04,0.13309513892215719,0.2246259527065054,85,0.379740149274608,False
E01,V12,0.13347442582585894,0.2261224159156892,84,0.38190522535378807,False
E05,S13,0.1325719835812292,0.22646960438594124,85,0.3821269778485376,False
E10,V05,0.1315818636197948,0.22718459911261918,86,0.38261367047612477,False
T15,E14,0.1315579461526333,0.22726982446118396,86,0.38261367047612477,False
E05,V14,0.133926006564601,0.2274065431304425,83,0.38261367047612477,False
E12,V04,0.13145493710276338,0.2276371334073557,86,0.38263791655367485,False
E02,V01,-0.13181204705131938,0.2291665347804183,85,0.38484323203163223,False
T06,E08,0.13159045750405024,0.2299571399562522,85,0.3858048698792098,False
E12,E13,0.1314913531136803,0.2303113482883403,85,0.38603322582420674,False
E06,V15,0.1321306881171323,0.23087277996904174,84,0.38660815567190526,False
T09,T12,-0.12782278045792575,0.23258177272581188,89,0.38870553258501744,False
E07,V02,0.13078822325290293,0.23283533751924962,85,0.38870553258501744,False
E05,V09,0.1323685613396602,0.23290711148571575,83,0.38870553258501744,False
T10,V09,0.13071370812295585,0.2331039452139145,85,0.38870553258501744,False
T02,E04,0.12913485490019236,0.23323494288608498,87,0.38870553258501744,False
T02,S03,0.12907788971046966,0.23344292719653872,87,0.38870553258501744,False
T02,T08,0.12667284701839474,0.2341543638719935,90,0.38952370681713205,False
E04,S13,0.12867234865541968,0.23492732186212892,87,0.39044259126381986,False
T10,S08,0.12928919641252706,0.23545606087784143,86,0.39095424742380797,False
T12,S06,0.12909576796401376,0.2361633608164358,86,0.3914993590773333,False
T11,S02,0.12985176047815905,0.23622673191784857,85,0.3914993590773333,False
T06,V12,0.1304668980881726,0.23685046349378722,84,0.39159124443272303,False
T04,T08,0.12592919133862088,0.23693421165259346,90,0.39159124443272303,False
T14,E13,-0.13039414783889128,0.2371142690522014,84,0.39159124443272303,False
E03,V09,-0.12955543386344204,0.23730698517116575,85,0.39159124443272303,False
S15,V01,0.13031861935264247,0.237388364562888,84,0.39159124443272303,False
E04,V15,0.1293918029972972,0.2379049648413372,85,0.3920780146826507,False
E10,S01,0.12837204169467575,0.23882285822646532,86,0.3932246130798545,False
S12,V04,0.12882885571921426,0.23997019979587836,85,0.3947465182515843,False
S03,S08,0.12774505197803507,0.24114359235444663,86,0.39601949282362675,False
T11,E08,0.13007046646853904,0.2411915329174405,83,0.39601949282362675,False
T15,V10,0.1290137161729148,0.24215861975887537,84,0.39723888505394755,False
T13,E05,0.1289239109249802,0.24248933230583244,84,0.39741307239011425,False
T12,E14,0.12727363445457934,0.24289873059801756,86,0.39767327269195435,False
T04,T05,0.12360294977767054,0.24309744692242632,91,0.39767327269195435,False
T07,E06,0.1269591647857387,0.24407442709139596,86,0.3985972521369064,False
E13,V05,-0.12848431437462263,0.24411266741039916,84,0.3985972521369064,False
T02,V10,0.12758820598804593,0.24456537114054283,85,0.3989683934735123,False
S08,S10,0.12872623434901373,0.24613065032539777,83,0.40115216489498534,False
E02,S13,-0.12558234018044007,0.2464532923161778,87,0.4013084888681092,False
S10,V12,0.13014896294099867,0.24683621418644772,81,0.4015625910937614,False
T10,E10,0.12506400284311048,0.24842420542470078,87,0.40280712013450026,False
T12,V05,0.126542495482616,0.24848533102056983,85,0.40280712013450026,False
T12,E02,0.12578234881361638,0.24850894158263856,86,0.40280712013450026,False
T01,E14,0.12496696229222355,0.24879439014014781,87,0.40280712013450026,False
E13,V13,-0.12796573076126858,0.2489555785207678,83,0.40280712013450026,False
T01,E10,-0.12492183695030705,0.24896666069330128,87,0.40280712013450026,False
T15,E12,0.12551040708559474,0.24954150286436347,86,0.4033684566848615,False
T15,S06,0.12527901259863564,0.25042242183031677,86,0.4044230717515152,False
E02,V08,-0.12566220754054092,0.2518184648967326,85,0.40606380033206924,False
E12,S08,0.1247816063589367,0.25232325951779544,86,0.40606380033206924,False
E01,S15,0.12475450686353103,0.2524271031513709,86,0.40606380033206924,False
T06,S15,0.12472586023015382,0.2525369071239915,86,0.40606380033206924,False
T03,T07,0.12254817764437588,0.2525854486811346,89,0.40606380033206924,False
E13,S09,0.12692266568281851,0.2528661529596474,83,0.4061461803435352,False
E04,V08,0.1251416151509796,0.25380398332776344,85,0.407282910689158,False
T01,E06,0.12419784117090549,0.2545666858501892,86,0.40780221818211576,False
T03,V12,0.12721523781800154,0.2547313600262601,82,0.40780221818211576,False
E08,S09,0.12640596779862837,0.2548187871804633,83,0.40780221818211576,False
S01,V04,0.1246746797232198,0.2555939353513859,85,0.4086732299656306,False
S02,V02,0.12460063817163672,0.2558785557423013,85,0.40875906467858597,False
T15,E15,0.12360509698588884,0.25685852141912363,86,0.4099545382433263,False
T13,V04,0.12500131652826804,0.25723949055731843,84,0.4101927011589672,False
T01,V05,-0.12340395547892119,0.25763941809683016,86,0.41021689687907004,False
E08,V01,0.12487662292284478,0.257718186061879,84,0.41021689687907004,False
T14,T15,0.1211409279572322,0.25811572985052933,89,0.4104805407326477,False
S08,V02,0.12458995242163971,0.2588210055001655,84,0.4112326568539434,False
