source,target,weight,distance
11,70,0.83794410585766,0.16205589414234
11,24,0.8062343012784363,0.19376569872156368
29,52,0.8015526288090984,0.1984473711909016
13,111,0.7705119724459955,0.22948802755400455
42,56,0.766726603040624,0.233273396959376
57,74,0.7626932906270324,0.2373067093729676
41,119,0.7551729776054208,0.2448270223945792
109,116,0.754050720451427,0.24594927954857304
89,94,0.7469824606525207,0.2530175393474793
62,66,0.7457914653063207,0.2542085346936793
36,97,0.7411353562180443,0.25886464378195573
50,95,0.7305220691766476,0.26947793082335236
80,81,0.7167918642002881,0.28320813579971194
58,101,0.7120956540429457,0.2879043459570543
49,62,0.7067567244400369,0.2932432755599631
53,61,0.7003067124382525,0.2996932875617475
84,95,0.699623287548982,0.30037671245101805
31,58,0.6933750448729844,0.3066249551270156
20,41,0.6913050657084208,0.30869493429157924
42,72,0.690532265735559,0.30946773426444096
35,106,0.6875064458673432,0.3124935541326568
86,95,0.6864675372782543,0.31353246272174573
42,113,0.6784746673681024,0.32152533263189764
50,90,0.675486329359816,0.324513670640184
19,72,0.6720164397558002,0.32798356024419983
20,116,0.6716975198447322,0.32830248015526775
24,121,0.6710470359646522,0.3289529640353478
36,70,0.65729971778902,0.34270028221098003
57,62,0.6559280995306085,0.3440719004693915
24,70,0.6554519355953599,0.34454806440464014
20,109,0.6540941704225592,0.34590582957744076
52,62,0.6530196546240362,0.3469803453759638
50,84,0.6525798078368203,0.34742019216317965
105,111,0.6511978042719528,0.34880219572804716
11,121,0.6501802456409264,0.34981975435907364
32,37,0.6498882807681272,0.3501117192318728
70,121,0.6494397233920056,0.3505602766079944
49,66,0.6488412106628728,0.3511587893371272
65,95,0.6485387903909592,0.3514612096090408
41,116,0.6484894870349274,0.35151051296507263
26,116,0.6477496106740647,0.35225038932593533
53,57,0.6453339700802999,0.3546660299197001
86,114,0.6441859017941618,0.3558140982058382
91,119,0.6334918419355456,0.36650815806445436
32,103,0.6315436646743068,0.3684563353256932
45,95,0.6306891099337183,0.3693108900662817
16,110,0.6277607081412657,0.3722392918587343
29,66,0.6262365721935038,0.3737634278064962
108,120,0.6238686192208676,0.37613138077913244
80,92,0.6233803979335927,0.3766196020664073
93,117,0.622858676320833,0.377141323679167
38,80,0.6227871205244409,0.37721287947555915
14,37,0.6215089671528754,0.3784910328471246
42,105,0.6212649149886753,0.3787350850113247
72,106,0.6182766975925716,0.38172330240742836
24,83,0.6174325033434561,0.3825674966565439
116,119,0.6133942564230286,0.3866057435769714
26,109,0.6114522442769753,0.3885477557230247
56,111,0.6114221339821392,0.3885778660178608
54,102,0.6110167719334839,0.3889832280665161
35,121,0.6087335163895204,0.39126648361047955
42,111,0.6085627494353482,0.39143725056465184
54,97,0.6084939243598633,0.39150607564013673
14,90,0.6077717372618661,0.39222826273813394
21,103,0.6060631258653933,0.39393687413460665
22,95,0.6049640544081719,0.3950359455918281
36,80,0.6041207753821342,0.39587922461786584
21,46,0.6010107849776498,0.3989892150223502
36,81,0.5994793026743706,0.40052069732562945
66,102,0.5987023094310222,0.4012976905689778
19,113,0.5973112152317479,0.4026887847682521
13,59,0.596393395676856,0.403606604323144
59,92,0.593063189184538,0.40693681081546196
53,74,0.5928946186518327,0.4071053813481673
82,99,0.5899317524210015,0.4100682475789985
64,69,0.5879040693145381,0.4120959306854619
90,95,0.5862016771415451,0.41379832285845486
42,106,0.585133942102425,0.414866057897575
91,116,0.5845436990774099,0.4154563009225901
65,84,0.581396933104036,0.41860306689596405
49,57,0.5778484554236123,0.4221515445763877
45,86,0.5761897157477144,0.4238102842522856
67,69,0.5739712818174378,0.42602871818256216
58,95,0.573509240835532,0.426490759164468
61,74,0.5718811751771556,0.42811882482284436
59,120,0.5712161912254192,0.4287838087745808
49,82,0.569533793704174,0.430466206295826
19,42,0.5681428827862063,0.4318571172137937
42,83,0.566732885331351,0.433267114668649
91,109,0.5667262848658038,0.4332737151341962
18,49,0.5662645363757157,0.4337354636242843
62,93,0.5659341931060512,0.4340658068939488
53,90,0.5648368525814724,0.4351631474185276
50,53,0.5637019352965922,0.4362980647034078
82,90,0.5629218132029904,0.4370781867970096
45,84,0.5625739365793445,0.4374260634206555
41,91,0.5607936320578684,0.43920636794213164
19,59,0.5603856037862475,0.43961439621375253
16,57,0.5579305766344518,0.4420694233655482
50,61,0.557209844252126,0.44279015574787395
106,121,0.5546495098334854,0.4453504901665146
42,89,0.5495693334103691,0.45043066658963093
12,80,0.5494941784362337,0.4505058215637663
50,55,0.5493813103896242,0.45061868961037577
85,126,0.5480389193343059,0.45196108066569407
22,84,0.5470468284033163,0.4529531715966837
58,86,0.5450038338219501,0.45499616617804994
20,64,0.5442081285918569,0.45579187140814315
22,90,0.5420382866428479,0.4579617133571521
41,56,0.5413529521478271,0.4586470478521729
93,102,0.5387725294328246,0.4612274705671754
35,126,0.5387341399483371,0.4612658600516629
14,58,0.5374810451492315,0.46251895485076855
56,106,0.5365163493575391,0.4634836506424609
82,125,0.5361469380180502,0.46385306198194975
12,113,0.5350217719209309,0.4649782280790691
72,121,0.5321416797136014,0.4678583202863986
22,65,0.5319048819612928,0.4680951180387072
52,93,0.5309806560139786,0.4690193439860214
18,61,0.5304741527200403,0.4695258472799597
58,90,0.5277317521061918,0.47226824789380817
48,62,0.5273493736580663,0.47265062634193367
22,50,0.5259920238806612,0.47400797611933876
11,126,0.5250659642959408,0.47493403570405923
80,97,0.5225829008853039,0.4774170991146961
54,93,0.5222478804095053,0.4777521195904947
106,126,0.5222258818138202,0.47777411818617976
59,126,0.5207095194177316,0.4792904805822684
29,62,0.5195298889966835,0.4804701110033165
99,110,0.5188816492027102,0.4811183507972898
12,81,0.5178853277179141,0.48211467228208593
56,91,0.5170146946567512,0.4829853053432488
55,61,0.5148328852581522,0.4851671147418478
92,121,0.5144951343807597,0.48550486561924033
59,113,0.5136874874591543,0.48631251254084573
11,106,0.5107808875793114,0.4892191124206886
22,45,0.510771451702413,0.489228548297587
94,113,0.5097854791133966,0.49021452088660344
56,105,0.5092951667736645,0.4907048332263355
37,125,0.5084067090580193,0.4915932909419807
32,70,0.5083708312363112,0.4916291687636888
14,125,0.508204525660134,0.49179547433986603
42,94,0.5070088239110183,0.4929911760889817
46,110,0.5067954524992828,0.4932045475007172
105,116,0.506331568927408,0.49366843107259195
72,126,0.5061865911499137,0.4938134088500863
110,119,0.5058718462812298,0.49412815371877017
91,105,0.5052751805132728,0.4947248194867272
81,97,0.5031548482124608,0.4968451517875392
18,82,0.5028865566404361,0.49711344335956387
29,102,0.5024987851493288,0.4975012148506712
14,86,0.5011764161038005,0.4988235838961995
20,119,0.5006962809604386,0.4993037190395614
41,89,0.4990929105478586,0.5009070894521415
83,106,0.4985505887601022,0.5014494112398977
56,72,0.4979263887700376,0.5020736112299624
58,85,0.49775894912191265,0.5022410508780873
54,61,0.49686343859409,0.50313656140591
55,84,0.49629714484601506,0.5037028551539849
13,26,0.49538997641163235,0.5046100235883677
89,116,0.495001597006174,0.5049984029938259
36,86,0.4935581983687044,0.5064418016312956
18,66,0.4935161287516805,0.5064838712483195
13,116,0.4934358664041427,0.5065641335958573
108,119,0.4927474217413391,0.5072525782586609
121,126,0.4904667706492754,0.5095332293507246
56,113,0.49043647170681165,0.5095635282931883
12,56,0.4901091540210148,0.5098908459789853
72,94,0.4882443283342967,0.5117556716657032
45,74,0.48707173330069786,0.5129282666993021
57,102,0.4868575538711564,0.5131424461288436
52,54,0.4855954760450367,0.5144045239549633
48,106,0.4852632463901318,0.5147367536098681
97,104,0.4819195237430558,0.5180804762569442
22,86,0.4812875104561038,0.5187124895438961
29,93,0.4802854707267463,0.5197145292732537
57,93,0.4785353154637499,0.5214646845362501
16,53,0.4773842114773258,0.5226157885226742
50,58,0.4770257688807779,0.522974231119222
56,119,0.47583713401426275,0.5241628659857372
20,26,0.4757978567594048,0.5242021432405952
48,117,0.47503456186783266,0.5249654381321673
21,99,0.47193426681952094,0.528065733180479
11,85,0.4698464825233919,0.5301535174766081
35,48,0.4689598957874111,0.531040104212589
50,65,0.46727083584251644,0.5327291641574836
21,67,0.46672348234267846,0.5332765176573215
69,121,0.4657621667048857,0.5342378332951143
24,42,0.465648037671858,0.5343519623281421
54,74,0.4656431239256838,0.5343568760743163
111,116,0.46345050392390547,0.5365494960760946
63,97,0.46192959121080995,0.5380704087891901
37,82,0.46147386372758914,0.5385261362724109
63,114,0.4610355687420388,0.5389644312579611
35,72,0.46031333627289006,0.5396866637271099
70,115,0.4597280310238258,0.5402719689761741
36,121,0.45941477199443215,0.5405852280055679
41,94,0.4584875078990488,0.5415124921009512
57,66,0.4574151102892781,0.5425848897107219
58,84,0.45520047387984647,0.5447995261201535
19,56,0.4550212346332763,0.5449787653667237
12,106,0.4537988308842083,0.5462011691157918
97,102,0.45312265926628587,0.5468773407337142
18,102,0.45295321295582225,0.5470467870441778
72,83,0.45239391435455506,0.547606085645445
18,62,0.45155841912914024,0.5484415808708598
84,90,0.450920236613893,0.549079763386107
89,120,0.450487455325887,0.5495125446741129
38,92,0.4496783068058575,0.5503216931941425
20,69,0.44926296664946813,0.5507370333505319
24,106,0.44862760793956874,0.5513723920604312
12,92,0.4480668812136952,0.5519331187863048
106,113,0.4474829989171152,0.5525170010828848
84,86,0.4474624715637137,0.5525375284362863
49,102,0.4468947164226001,0.5531052835774
37,90,0.4468203613405544,0.5531796386594456
57,61,0.4468173273858396,0.5531826726141604
18,117,0.4462670055504798,0.5537329944495202
72,105,0.44605457065439397,0.5539454293456061
36,49,0.44452349530482504,0.555476504695175
40,83,0.44344891047579493,0.5565510895242051
14,115,0.4434234214584404,0.5565765785415596
18,57,0.44292425211877734,0.5570757478812227
14,95,0.4419979618523264,0.5580020381476736
20,31,0.44167492886194804,0.558325071138052
82,86,0.4413598812994007,0.5586401187005994
94,116,0.44115985419769144,0.5588401458023086
31,82,0.44104055489823557,0.5589594451017644
83,111,0.438839031608015,0.5611609683919849
16,46,0.4388337798786278,0.5611662201213722
92,126,0.438339093733406,0.561660906266594
62,102,0.4381751219875704,0.5618248780124295
83,94,0.4373103114869096,0.5626896885130904
67,83,0.43700207800980995,0.56299792199019
21,32,0.4368104595685969,0.5631895404314031
58,65,0.4366636404829899,0.5633363595170101
101,118,0.4365871366010223,0.5634128633989777
92,120,0.43633063942919775,0.5636693605708023
19,55,0.4360630172012703,0.5639369827987297
40,125,0.43557502891216066,0.5644249710878393
54,55,0.435506178342109,0.564493821657891
17,109,0.4348096876309946,0.5651903123690054
70,103,0.43478137585411947,0.5652186241458805
74,84,0.4347705098614342,0.5652294901385658
52,102,0.43419287699771963,0.5658071230022803
74,81,0.4327612485473742,0.5672387514526258
81,92,0.43270735365771845,0.5672926463422816
16,21,0.4324354551508684,0.5675645448491315
12,19,0.4300528956761487,0.5699471043238513
35,69,0.4292831599781573,0.5707168400218428
111,113,0.4284282582277257,0.5715717417722743
55,90,0.4282653519726815,0.5717346480273184
26,119,0.4271009168987962,0.5728990831012037
64,67,0.42496332994650754,0.5750366700534925
57,110,0.42393407703302066,0.5760659229669793
74,80,0.4226423568402331,0.5773576431597669
48,120,0.422171099807677,0.577828900192323
61,102,0.4220497264905953,0.5779502735094046
83,125,0.4212255706587344,0.5787744293412656
45,114,0.4209369431692577,0.5790630568307422
91,111,0.42075417857163966,0.5792458214283603
22,58,0.42018631367918624,0.5798136863208138
55,85,0.42009642564209454,0.5799035743579055
36,54,0.4186977189802512,0.5813022810197488
32,82,0.4185492106072139,0.581450789392786
18,81,0.41832583085907293,0.5816741691409271
35,103,0.41783501207321727,0.5821649879267827
36,63,0.4176805942879177,0.5823194057120823
67,81,0.41634242829424073,0.5836575717057593
66,120,0.4154998721627188,0.5845001278372812
63,118,0.4154203713551662,0.5845796286448338
61,82,0.4151011884765668,0.5848988115234333
24,113,0.4144448851333408,0.5855551148666591
26,61,0.4142053628866854,0.5857946371133146
49,74,0.41375899513024134,0.5862410048697586
99,103,0.41321976142443984,0.5867802385755602
86,101,0.41289644858210145,0.5871035514178986
56,126,0.4121958088482125,0.5878041911517875
70,106,0.41209255181099125,0.5879074481890088
11,83,0.4116295451562334,0.5883704548437666
67,103,0.4114522309823052,0.5885477690176948
40,41,0.41119844178929726,0.5888015582107027
50,118,0.4110976411426997,0.5889023588573004
89,119,0.41078794720422235,0.5892120527957776
17,82,0.4102441531317217,0.5897558468682783
13,89,0.409701302468164,0.5902986975318361
90,101,0.4095030816935118,0.5904969183064882
17,86,0.409395687194586,0.5906043128054139
52,66,0.4085906012759784,0.5914093987240217
59,89,0.40707910377700196,0.592920896222998
53,117,0.40683900081177926,0.5931609991882207
49,54,0.4068022597418669,0.5931977402581331
67,121,0.4062338405482196,0.5937661594517805
13,109,0.4051460855978069,0.5948539144021932
26,111,0.40487440712910255,0.5951255928708974
37,101,0.404291071258846,0.595708928741154
72,85,0.4041007120759206,0.5958992879240794
31,90,0.4032735831409028,0.5967264168590972
17,37,0.4030895020904329,0.5969104979095671
69,118,0.4030639156189843,0.5969360843810156
20,91,0.4029210176561216,0.5970789823438785
50,101,0.4027837936556189,0.5972162063443811
62,120,0.40212251164004253,0.5978774883599575
49,93,0.4017227940395063,0.5982772059604937
18,53,0.40164249125828305,0.598357508741717
94,119,0.40159110659870695,0.598408893401293
83,115,0.401296802612813,0.598703197387187
24,94,0.401159131508114,0.598840868491886
53,103,0.4000886050856375,0.5999113949143625
67,99,0.39977833374654903,0.600221666253451
99,125,0.39954715841440064,0.6004528415855994
19,94,0.3977139236145508,0.6022860763854492
94,104,0.39744967663083985,0.6025503233691601
24,72,0.3971942302692128,0.6028057697307871
43,102,0.3971886145934505,0.6028113854065495
61,110,0.39703753457252366,0.6029624654274763
49,52,0.39702889505999334,0.6029711049400066
32,49,0.3962648221631653,0.6037351778368347
50,117,0.39584168133491565,0.6041583186650843
46,109,0.39574680475283,0.60425319524717
19,121,0.3954774641718706,0.6045225358281294
109,119,0.3949685440936496,0.6050314559063503
41,109,0.39450975110495523,0.6054902488950448
38,74,0.3930439736041532,0.6069560263958468
26,110,0.39238473446832745,0.6076152655316726
59,121,0.39231946616470564,0.6076805338352944
104,113,0.3922978234557067,0.6077021765442934
20,118,0.3910305415554714,0.6089694584445287
45,46,0.3909557586668149,0.6090442413331851
16,103,0.3905228006004323,0.6094771993995677
32,36,0.38979455899037546,0.6102054410096245
19,85,0.38865708307420227,0.6113429169257978
94,108,0.3879285631464857,0.6120714368535143
52,55,0.38712790664390756,0.6128720933560925
64,119,0.38679138472069585,0.6132086152793041
63,86,0.38495433859426137,0.6150456614057387
32,115,0.38426037510310057,0.6157396248968994
48,66,0.38301843232176225,0.6169815676782378
59,94,0.380857928283978,0.619142071716022
42,91,0.38071224291656286,0.6192877570834372
103,115,0.37911523038345807,0.6208847696165419
29,108,0.37876265132076337,0.6212373486792366
45,57,0.37744772622643974,0.6225522737735603
74,92,0.3772550948929269,0.622744905107073
55,72,0.3764846546566216,0.6235153453433784
21,38,0.376007626887676,0.623992373112324
61,93,0.3758395359025002,0.6241604640974998
95,104,0.37380714530357156,0.6261928546964284
64,118,0.37353963157436726,0.6264603684256327
14,84,0.373111588644845,0.6268884113551549
13,119,0.37307216256607667,0.6269278374339233
17,26,0.3728507713184708,0.6271492286815292
21,82,0.37274645479587876,0.6272535452041212
12,42,0.37218354292856526,0.6278164570714347
61,117,0.3712913936878877,0.6287086063121123
95,114,0.3705089050312325,0.6294910949687675
21,64,0.37047012310637645,0.6295298768936235
14,50,0.36970306745190884,0.6302969325480912
24,115,0.36950927907790393,0.630490720922096
83,117,0.36841439657073827,0.6315856034292617
104,111,0.3684038410101141,0.631596158989886
89,113,0.3666770959335419,0.6333229040664581
17,49,0.3661237174069215,0.6338762825930785
32,125,0.36576707150239196,0.634232928497608
45,50,0.36522728111808894,0.634772718881911
104,109,0.3650582167223048,0.6349417832776951
85,101,0.36391398241740014,0.6360860175825999
61,118,0.36343937240702906,0.6365606275929709
31,94,0.36242135376465334,0.6375786462353467
80,113,0.36227435987185497,0.637725640128145
13,97,0.36191146612065167,0.6380885338793483
16,64,0.3614371257563788,0.6385628742436211
14,65,0.3612311832494855,0.6387688167505146
61,99,0.36105142526112427,0.6389485747388757
11,36,0.36089795613711256,0.6391020438628874
18,46,0.3599163207096832,0.6400836792903168
14,85,0.35984299692409977,0.6401570030759003
26,29,0.3586916144492321,0.641308385550768
62,117,0.35828466484897825,0.6417153351510217
41,108,0.3581549285899705,0.6418450714100294
52,105,0.35789837265217783,0.6421016273478222
29,120,0.35644836227348003,0.64355163772652
70,97,0.3555053021518549,0.6444946978481452
12,69,0.35545524853815263,0.6445447514618474
55,118,0.35505483920566716,0.6449451607943328
29,85,0.35491979290006687,0.6450802070999331
95,101,0.35477242463491815,0.6452275753650818
38,81,0.3546973749395829,0.645302625060417
16,65,0.35397077156049006,0.6460292284395099
45,63,0.35389001497226386,0.6461099850277361
