source,target,rho,abs_rho
T04,T11,-0.14093620813764388,0.14093620813764388
S01,V10,0.14087673182165603,0.14087673182165603
T05,T14,0.14087501520833354,0.14087501520833354
T15,S09,0.14049513733841848,0.14049513733841848
E09,S11,0.14044528357664726,0.14044528357664726
T03,T13,0.1403250432321055,0.1403250432321055
T12,S11,0.1399790815342689,0.1399790815342689
T06,V04,0.13963187074749653,0.13963187074749653
S03,V02,0.139444233514028,0.139444233514028
S05,V14,0.1392001322597118,0.1392001322597118
E04,E05,0.1390238893464537,0.1390238893464537
T02,S13,0.1387978851422576,0.1387978851422576
E05,E14,0.1386934838433769,0.1386934838433769
T11,E07,0.1386781439341775,0.1386781439341775
E06,S04,0.13866770884041474,0.13866770884041474
T13,S03,0.13861221547378322,0.13861221547378322
T07,T08,0.13858665188739736,0.13858665188739736
E02,S15,-0.13824523997419222,0.13824523997419222
T01,S05,-0.13819932262527715,0.13819932262527715
T15,V12,0.13793210247696455,0.13793210247696455
T15,V01,0.1378993658584736,0.1378993658584736
E10,E13,0.13756685322911064,0.13756685322911064
T02,S12,0.1371772099842147,0.1371772099842147
T05,E11,0.13714712428974246,0.13714712428974246
S05,V05,0.13703492848212123,0.13703492848212123
T15,V08,0.13688377550213032,0.13688377550213032
S05,S08,0.13640371966690926,0.13640371966690926
S12,V12,0.1358211297497096,0.1358211297497096
T04,E04,-0.13579102217396752,0.13579102217396752
T11,E06,0.13554303215493843,0.13554303215493843
T04,S01,0.1355036777906764,0.1355036777906764
T14,S13,0.1351441308099547,0.1351441308099547
E02,V14,-0.13486898284191143,0.13486898284191143
T10,S13,0.13473035735220146,0.13473035735220146
E03,V15,-0.13446993406185284,0.13446993406185284
T13,V03,0.1343679932845092,0.1343679932845092
T10,V12,0.13412479041662892,0.13412479041662892
E05,V14,0.133926006564601,0.133926006564601
E01,V12,0.13347442582585894,0.13347442582585894
T14,V05,-0.1333904192109254,0.1333904192109254
T12,E01,-0.1331912404270852,0.1331912404270852
E07,S05,0.13310906313222912,0.13310906313222912
E13,S04,0.1330951389221572,0.1330951389221572
T12,E07,0.13278029947777686,0.13278029947777686
T15,E07,0.13266577968129242,0.13266577968129242
E05,S13,0.13257198358122924,0.13257198358122924
E05,V09,0.1323685613396602,0.1323685613396602
E06,V15,0.1321306881171323,0.1321306881171323
E02,V01,-0.13181204705131938,0.13181204705131938
T06,E08,0.13159045750405024,0.13159045750405024
E10,V05,0.13158186361979476,0.13158186361979476
T15,E14,0.1315579461526333,0.1315579461526333
E12,E13,0.1314913531136803,0.1314913531136803
E12,V04,0.1314549371027634,0.1314549371027634
T03,T06,0.13082224110219304,0.13082224110219304
E07,V02,0.1307882232529029,0.1307882232529029
T10,V09,0.13071370812295585,0.13071370812295585
T06,V12,0.1304668980881726,0.1304668980881726
T14,E13,-0.1303941478388913,0.1303941478388913
S15,V01,0.13031861935264247,0.13031861935264247
S10,V12,0.13014896294099865,0.13014896294099865
T11,E08,0.13007046646853906,0.13007046646853906
T11,S02,0.12985176047815908,0.12985176047815908
E03,V09,-0.12955543386344204,0.12955543386344204
E04,V15,0.12939180299729716,0.12939180299729716
T10,S08,0.12928919641252706,0.12928919641252706
T02,E04,0.12913485490019236,0.12913485490019236
T12,S06,0.12909576796401376,0.12909576796401376
T02,S03,0.12907788971046966,0.12907788971046966
T15,V10,0.12901371617291477,0.12901371617291477
T13,E05,0.1289239109249802,0.1289239109249802
S12,V04,0.12882885571921426,0.12882885571921426
S08,S10,0.12872623434901373,0.12872623434901373
E04,S13,0.12867234865541968,0.12867234865541968
E13,V05,-0.12848431437462265,0.12848431437462265
E10,S01,0.12837204169467575,0.12837204169467575
E13,V13,-0.12796573076126858,0.12796573076126858
T09,T12,-0.12782278045792572,0.12782278045792572
S03,S08,0.12774505197803507,0.12774505197803507
T02,V10,0.1275882059880459,0.1275882059880459
T12,E14,0.12727363445457932,0.12727363445457932
T03,V12,0.1272152378180015,0.1272152378180015
T07,E06,0.12695916478573874,0.12695916478573874
E13,S09,0.1269226656828185,0.1269226656828185
T02,T08,0.12667284701839476,0.12667284701839476
T12,V05,0.126542495482616,0.126542495482616
E08,S09,0.12640596779862837,0.12640596779862837
T04,T08,0.1259291913386209,0.1259291913386209
T12,E02,0.12578234881361636,0.12578234881361636
E02,V08,-0.12566220754054092,0.12566220754054092
E02,S13,-0.1255823401804401,0.1255823401804401
T15,E12,0.12551040708559474,0.12551040708559474
T15,S06,0.12527901259863566,0.12527901259863566
E04,V08,0.12514161515097957,0.12514161515097957
T10,E10,0.12506400284311048,0.12506400284311048
T13,V04,0.12500131652826804,0.12500131652826804
T01,E14,0.12496696229222355,0.12496696229222355
T01,E10,-0.12492183695030704,0.12492183695030704
E08,V01,0.1248766229228448,0.1248766229228448
E12,S08,0.1247816063589367,0.1247816063589367
T13,V14,0.12475784230477203,0.12475784230477203
E01,S15,0.12475450686353103,0.12475450686353103
T06,S15,0.12472586023015382,0.12472586023015382
S01,V04,0.12467467972321979,0.12467467972321979
S02,V02,0.12460063817163672,0.12460063817163672
S08,V02,0.12458995242163971,0.12458995242163971
E13,V07,0.12434624461776624,0.12434624461776624
T01,E06,0.12419784117090552,0.12419784117090552
S04,V12,0.12406129543138596,0.12406129543138596
T13,E06,0.12365782903432788,0.12365782903432788
E13,V02,-0.1236342985859674,0.1236342985859674
T15,E15,0.12360509698588883,0.12360509698588883
T04,T05,0.12360294977767051,0.12360294977767051
T12,V03,0.12353160464899707,0.12353160464899707
T01,V05,-0.12340395547892119,0.12340395547892119
E12,V01,0.12340320213832412,0.12340320213832412
E14,V10,0.12335435512736123,0.12335435512736123
T02,S09,0.12282586901636895,0.12282586901636895
T03,V10,0.12274976475847038,0.12274976475847038
T03,T07,0.1225481776443759,0.1225481776443759
T02,E07,0.12217874453043183,0.12217874453043183
E02,E04,-0.12210496529949716,0.12210496529949716
T04,E15,0.12191700480115088,0.12191700480115088
S03,S05,0.12128696859988902,0.12128696859988902
T14,T15,0.1211409279572322,0.1211409279572322
T08,T13,0.12099963350707273,0.12099963350707273
T10,E12,0.12095496694309822,0.12095496694309822
T14,E06,0.1207998745181425,0.1207998745181425
S03,V14,0.12078944307583336,0.12078944307583336
E03,S03,-0.12060447087388945,0.12060447087388945
S10,V03,0.12022869926279804,0.12022869926279804
T13,S12,0.11993935358007785,0.11993935358007785
E06,E15,0.11985565462547744,0.11985565462547744
T14,S08,0.11974171048921531,0.11974171048921531
E01,E14,0.11956778890995004,0.11956778890995004
T09,E14,0.11941496192489351,0.11941496192489351
E03,V04,-0.11935388911028258,0.11935388911028258
T14,V06,-0.1190906648642728,0.1190906648642728
E13,V10,0.11887027700919331,0.11887027700919331
E15,V10,0.11873027043226196,0.11873027043226196
T01,V13,-0.1185322858152327,0.1185322858152327
E06,V08,0.1184326792026251,0.1184326792026251
T05,V08,0.11824449054631357,0.11824449054631357
T01,E15,-0.11820889035945403,0.11820889035945403
T09,E13,0.11819759069137996,0.11819759069137996
T01,V09,-0.11814774645413559,0.11814774645413559
S06,S08,0.11797815553102177,0.11797815553102177
T01,S13,-0.11793744947110713,0.11793744947110713
E07,V03,0.11752053098833902,0.11752053098833902
T09,E07,0.11750033174498989,0.11750033174498989
S01,V14,0.11740070748203014,0.11740070748203014
T06,T11,0.11729978951394122,0.11729978951394122
T05,V04,0.11700843390029754,0.11700843390029754
T10,V08,0.11680352585657136,0.11680352585657136
T07,V15,0.11667225695966865,0.11667225695966865
T05,S03,0.11656827667727679,0.11656827667727679
T06,S06,0.11635600363823191,0.11635600363823191
E15,S05,0.1159487982413628,0.1159487982413628
E04,E11,-0.11587826056369088,0.11587826056369088
T08,S05,0.11580514779233941,0.11580514779233941
T03,V13,0.11573799469247749,0.11573799469247749
E06,V09,0.11558967985968409,0.11558967985968409
T04,S09,0.11557202313772734,0.11557202313772734
E06,S13,0.11548760414945387,0.11548760414945387
E15,V13,0.11468742652790972,0.11468742652790972
T06,V14,0.11453867696850303,0.11453867696850303
E05,V10,0.11394514345433038,0.11394514345433038
T08,V10,0.11392770546849297,0.11392770546849297
S04,S11,0.11391004977336763,0.11391004977336763
E12,V09,0.11390363890286676,0.11390363890286676
E09,S05,0.11381335242245336,0.11381335242245336
T01,T13,-0.11367641536767559,0.11367641536767559
E09,V13,0.11352833810342665,0.11352833810342665
T10,V07,0.11338835759425833,0.11338835759425833
E07,S08,0.11334455090295788,0.11334455090295788
E02,V13,-0.11333310491110314,0.11333310491110314
E04,V06,0.11276557990057887,0.11276557990057887
T09,E04,0.11274820356795032,0.11274820356795032
E07,E08,0.1125564787810468,0.1125564787810468
S02,V06,0.11230543786429589,0.11230543786429589
T14,S11,-0.11206654134195478,0.11206654134195478
T02,E01,0.11202236806548131,0.11202236806548131
E13,E14,0.11170392501185278,0.11170392501185278
T12,V12,0.11166643285278671,0.11166643285278671
S05,V01,0.11155545819530552,0.11155545819530552
T01,T09,0.11151460919917573,0.11151460919917573
T04,S02,0.11148568324070665,0.11148568324070665
T15,E10,0.11140186082908574,0.11140186082908574
E02,V05,-0.11128532459041733,0.11128532459041733
T09,V05,0.11094622830415417,0.11094622830415417
T02,T07,0.11092730238761526,0.11092730238761526
E04,V10,0.11083201308695115,0.11083201308695115
T05,E06,-0.11055930673106723,0.11055930673106723
T12,S02,0.11028336491795424,0.11028336491795424
T05,E15,0.11021798120792117,0.11021798120792117
E14,V04,0.11005861859482707,0.11005861859482707
T09,S09,0.10982006965048129,0.10982006965048129
T08,E14,0.10972933459856411,0.10972933459856411
E07,E13,0.10968264982919419,0.10968264982919419
E01,E13,0.10967470901000959,0.10967470901000959
T13,S01,0.10965715031812469,0.10965715031812469
T06,E13,-0.10948793462729432,0.10948793462729432
T09,E15,0.10930004462692583,0.10930004462692583
T13,E12,0.10928058832814398,0.10928058832814398
S01,V05,0.10905463061921301,0.10905463061921301
E01,S04,0.1085092884441604,0.1085092884441604
T06,E04,0.10849737962820283,0.10849737962820283
T08,S13,0.10841786485971429,0.10841786485971429
E08,V06,0.10831112039440861,0.10831112039440861
E06,S09,0.10826959374740112,0.10826959374740112
T08,S07,0.10803645453222387,0.10803645453222387
T11,E01,-0.10785092299012294,0.10785092299012294
S03,V09,0.10738014763291884,0.10738014763291884
T04,E06,0.10735658747880449,0.10735658747880449
V01,V09,0.10719112612030207,0.10719112612030207
T02,T10,0.10714091684476823,0.10714091684476823
T05,E05,-0.10659060341195664,0.10659060341195664
E10,V04,0.10646714573530604,0.10646714573530604
T08,T14,0.10623539770755093,0.10623539770755093
T09,S01,0.10610309842143056,0.10610309842143056
E03,S08,-0.1060990851420525,0.1060990851420525
E09,S13,0.10605261394645095,0.10605261394645095
E08,V07,0.10583631512260532,0.10583631512260532
T04,V08,0.10577133178158822,0.10577133178158822
E10,S04,0.1054134960876256,0.1054134960876256
T15,E05,-0.10533834100901074,0.10533834100901074
T07,S04,0.10533004930634085,0.10533004930634085
E03,V03,-0.10499973439999233,0.10499973439999233
S12,V09,0.10492069749069985,0.10492069749069985
T07,T12,0.10487577682812023,0.10487577682812023
T06,E02,-0.10484890235460029,0.10484890235460029
E09,S10,0.10477474843819028,0.10477474843819028
S08,V08,0.10471509772595987,0.10471509772595987
E02,V03,-0.10469668921027747,0.10469668921027747
E01,E04,0.10451251733965886,0.10451251733965886
T08,V09,-0.10430510429604216,0.10430510429604216
T15,V03,0.10424506158568964,0.10424506158568964
T08,E15,-0.10417867829449634,0.10417867829449634
S05,S15,0.10408523319165752,0.10408523319165752
E01,S03,0.10406807469144891,0.10406807469144891
E10,V10,0.10365625770308019,0.10365625770308019
S12,V06,0.10333345058150958,0.10333345058150958
E06,V12,0.10316814312399211,0.10316814312399211
T09,T13,-0.10302807526342202,0.10302807526342202
E01,S12,0.10236425774694957,0.10236425774694957
T01,S14,-0.10169869354166572,0.10169869354166572
T03,E02,0.10167345964620694,0.10167345964620694
T06,S03,0.1016452360854064,0.1016452360854064
S05,V07,0.10133681472175139,0.10133681472175139
T03,S14,0.10098578842470723,0.10098578842470723
E14,V05,0.1007559155683401,0.1007559155683401
S08,V03,0.10068261996701587,0.10068261996701587
E02,S02,0.1003999423606626,0.1003999423606626
T09,V01,0.09997535329255346,0.09997535329255346
E14,S05,0.09977971898630546,0.09977971898630546
E01,V08,0.09956368163014193,0.09956368163014193
T11,E09,-0.09947079783541933,0.09947079783541933
T14,V12,0.09946158974863709,0.09946158974863709
S04,V11,0.09937400477376303,0.09937400477376303
T06,V13,0.0993169817698878,0.0993169817698878
E06,V07,0.09926367217833719,0.09926367217833719
E06,V13,0.09909361753170302,0.09909361753170302
T08,T12,0.09899989198769733,0.09899989198769733
T14,E10,0.0989661528890304,0.0989661528890304
T01,S15,0.09895916148862778,0.09895916148862778
T14,S06,0.0989432864294354,0.0989432864294354
T05,E07,0.09874744089065007,0.09874744089065007
E13,S11,0.09870962903417892,0.09870962903417892
T09,E08,-0.09855572395461239,0.09855572395461239
T07,E14,0.09782410644918428,0.09782410644918428
T03,S10,0.09750793777344251,0.09750793777344251
T04,S10,0.09721357823411318,0.09721357823411318
T06,S09,0.0968713186555154,0.0968713186555154
T07,E02,0.09656755549824937,0.09656755549824937
T01,E04,0.09635309965912132,0.09635309965912132
E10,S03,0.09625246926224267,0.09625246926224267
E13,S14,0.09563894789326666,0.09563894789326666
T05,S09,0.09559325007753108,0.09559325007753108
E06,S03,-0.09517641299636696,0.09517641299636696
E03,V10,-0.09512542984900119,0.09512542984900119
E06,E12,0.09473670444205283,0.09473670444205283
E08,V13,0.09415291114045507,0.09415291114045507
T07,E04,0.09412286506851496,0.09412286506851496
E02,E05,-0.09412239457578832,0.09412239457578832
S12,V14,0.09394826528351938,0.09394826528351938
T03,V06,0.09358339922487217,0.09358339922487217
E06,V06,-0.09346100987775831,0.09346100987775831
E05,E12,0.09323290940087611,0.09323290940087611
T12,S07,0.09296366507212962,0.09296366507212962
T08,E10,-0.09272974522998259,0.09272974522998259
T03,S04,0.09262511795156537,0.09262511795156537
E01,S13,0.09260135963453608,0.09260135963453608
T07,E08,0.0924050331307515,0.0924050331307515
T07,E15,0.09233698409829648,0.09233698409829648
T09,E09,-0.09220466791648253,0.09220466791648253
T10,E04,-0.0921870352380981,0.0921870352380981
T12,E12,0.09208950944730532,0.09208950944730532
T03,S06,0.09203574583514547,0.09203574583514547
T14,E04,-0.09199974515698443,0.09199974515698443
T06,S08,-0.0919352061193087,0.0919352061193087
S02,V11,0.09193229101369284,0.09193229101369284
T14,V07,-0.09179272244070316,0.09179272244070316
E05,V05,0.09166734816187877,0.09166734816187877
E08,E13,0.09164865833151263,0.09164865833151263
T03,E06,-0.0914376667449974,0.0914376667449974
T02,T13,0.09103676432957185,0.09103676432957185
E05,S08,0.09097608276351077,0.09097608276351077
E08,V14,0.09094672203815443,0.09094672203815443
T02,T09,-0.09084471298804452,0.09084471298804452
T10,V06,0.09045418038208558,0.09045418038208558
E06,S01,0.08961504289256449,0.08961504289256449
T10,E14,0.08942156698144965,0.08942156698144965
S02,V14,0.08934736454911686,0.08934736454911686
T08,S09,0.0888693683365301,0.0888693683365301
T01,S09,-0.08884914593523471,0.08884914593523471
E08,S02,0.08878402108904393,0.08878402108904393
T10,E02,-0.08878359885473561,0.08878359885473561
T14,E07,0.0884017944865283,0.0884017944865283
T02,E15,0.08825813433958268,0.08825813433958268
T06,T13,0.08790528337500725,0.08790528337500725
T14,V08,0.08749997301391244,0.08749997301391244
T08,S08,0.08737268419984022,0.08737268419984022
T12,E15,0.08682340096316851,0.08682340096316851
S02,V01,-0.08609825154625222,0.08609825154625222
T10,S11,0.0859952266176877,0.0859952266176877
T12,V01,0.08590824163220281,0.08590824163220281
T03,E08,0.08587319845582471,0.08587319845582471
E03,V11,-0.0855277939718506,0.0855277939718506
S02,V13,0.08543758304915394,0.08543758304915394
T02,V12,0.08514430767425081,0.08514430767425081
T15,E11,0.08477688452329522,0.08477688452329522
E02,S08,0.08460624649035965,0.08460624649035965
E05,S02,0.08436954265784671,0.08436954265784671
T15,E04,-0.08402558821658614,0.08402558821658614
T08,E11,-0.08397124764227476,0.08397124764227476
T15,E13,-0.08388442959890766,0.08388442959890766
E15,S02,0.08378610145509102,0.08378610145509102
T13,T15,0.08351513775192493,0.08351513775192493
S02,S07,0.08299849229639782,0.08299849229639782
T04,V04,-0.08291399991086686,0.08291399991086686
T03,S13,0.08277627770776928,0.08277627770776928
E08,S10,0.08245036804760901,0.08245036804760901
T01,S12,0.08238532036276536,0.08238532036276536
E05,E13,0.0823557830905265,0.0823557830905265
T04,V15,0.08230538570867706,0.08230538570867706
T06,V10,0.08226866152474911,0.08226866152474911
T09,V08,0.08202979008068044,0.08202979008068044
E08,E10,0.08196913907283054,0.08196913907283054
T02,E11,0.08183038243086121,0.08183038243086121
T02,S10,-0.08181678500552292,0.08181678500552292
S08,V09,0.08150044332840987,0.08150044332840987
T04,V06,-0.08146337767781073,0.08146337767781073
S02,S05,0.08129874836382699,0.08129874836382699
E08,S11,0.08119486538193293,0.08119486538193293
E12,S05,0.080822738156521,0.080822738156521
T11,E03,-0.08061662415724592,0.08061662415724592
E09,V11,0.07995011380842916,0.07995011380842916
E15,S13,0.0798788955793612,0.0798788955793612
T03,E10,0.07985354733978983,0.07985354733978983
T15,S05,0.07959292494275878,0.07959292494275878
E04,S02,-0.07957278342636595,0.07957278342636595
T03,S07,0.07950939755766978,0.07950939755766978
E13,V09,0.07945101709626347,0.07945101709626347
T07,V06,0.07899744701940613,0.07899744701940613
E09,V09,0.07867836477133726,0.07867836477133726
T08,E05,0.07861095637408116,0.07861095637408116
T09,V03,0.07833183428998465,0.07833183428998465
T03,V05,0.07812313565152486,0.07812313565152486
E09,V05,0.07795753710241568,0.07795753710241568
T14,E05,0.07791941493793499,0.07791941493793499
E06,S08,0.07790722561289005,0.07790722561289005
T12,S08,0.07768229886446483,0.07768229886446483
T09,E05,0.07729070174258067,0.07729070174258067
S12,V03,0.07723265328312881,0.07723265328312881
E02,V07,-0.07714551617912296,0.07714551617912296
E09,V06,-0.07700747804310916,0.07700747804310916
T10,V03,0.07676811985086003,0.07676811985086003
T10,S07,0.07652780747025661,0.07652780747025661
T02,S02,0.07623968235406678,0.07623968235406678
E03,S10,-0.0760679029873002,0.0760679029873002
E13,V04,0.07582046551658858,0.07582046551658858
T07,E03,-0.07576349026845085,0.07576349026845085
E01,S02,0.07565136645485435,0.07565136645485435
T09,V02,0.0750252436511916,0.0750252436511916
T09,V10,-0.07476430408308728,0.07476430408308728
T05,T09,0.07467064572657711,0.07467064572657711
E02,V02,-0.0746206624352184,0.0746206624352184
E04,E15,0.07445982611492674,0.07445982611492674
T04,V01,0.07392922223630789,0.07392922223630789
T02,E08,0.07373784736903197,0.07373784736903197
S08,V12,0.07359300599109048,0.07359300599109048
T13,E14,0.07356408301545238,0.07356408301545238
T14,S04,0.07336353303554155,0.07336353303554155
T02,V09,-0.07332051552983998,0.07332051552983998
T07,S11,0.0729237958057802,0.0729237958057802
T01,S06,-0.07270069726600495,0.07270069726600495
T04,T12,0.07266908784960838,0.07266908784960838
S05,V02,0.07253292134826474,0.07253292134826474
E03,S01,-0.07227290603325905,0.07227290603325905
E09,S07,0.07210915112834582,0.07210915112834582
T08,V05,-0.0716225159834928,0.0716225159834928
T13,S07,-0.07132343686606742,0.07132343686606742
T12,E13,-0.07111878929238727,0.07111878929238727
E13,S06,-0.07098609426007575,0.07098609426007575
T03,V01,-0.07059925828303097,0.07059925828303097
E03,E06,-0.0704916019705695,0.0704916019705695
T10,E15,0.07042695641594189,0.07042695641594189
E06,V05,-0.07031689104799457,0.07031689104799457
E14,V14,0.07016478919727219,0.07016478919727219
S04,V06,0.07001760735488453,0.07001760735488453
T01,V15,-0.06984957786404568,0.06984957786404568
T11,V01,0.06979549990008775,0.06979549990008775
T04,E01,0.06974695249339448,0.06974695249339448
T14,V09,0.06956574591199295,0.06956574591199295
T05,S14,0.06951813264310666,0.06951813264310666
S05,V08,0.06947246244621441,0.06947246244621441
E02,S10,-0.06929707877008036,0.06929707877008036
T13,S04,0.06929604410049083,0.06929604410049083
E06,S06,0.06900928050705123,0.06900928050705123
T05,E08,-0.06879329250327527,0.06879329250327527
S05,V03,0.06853411281242645,0.06853411281242645
T05,E04,0.06853360713425802,0.06853360713425802
T07,E01,0.06852342259904573,0.06852342259904573
E04,E06,0.06838091567272557,0.06838091567272557
T02,T05,0.06811845965194833,0.06811845965194833
T02,T15,0.06811000647425543,0.06811000647425543
T02,T11,0.067835737748118,0.067835737748118
E11,S04,0.06781907847997458,0.06781907847997458
T13,E08,-0.06775158482484697,0.06775158482484697
E04,S04,0.06733159463556579,0.06733159463556579
T04,E03,-0.06724771835078815,0.06724771835078815
E04,V12,0.06695392253909078,0.06695392253909078
S07,S08,0.06681234888402914,0.06681234888402914
E14,V01,0.06668562913167587,0.06668562913167587
S04,V02,0.06655327418190302,0.06655327418190302
T05,V13,0.06634839107775993,0.06634839107775993
T13,S02,0.0662995271840897,0.0662995271840897
T13,E13,0.06625704199026197,0.06625704199026197
T03,V11,0.0652083455398202,0.0652083455398202
T08,T10,0.06474276915040962,0.06474276915040962
E06,S12,0.06431807287161742,0.06431807287161742
T08,E01,-0.06426333351050326,0.06426333351050326
E11,E13,0.0640303847652976,0.0640303847652976
S08,V11,0.0636541726176918,0.0636541726176918
E13,E15,0.06330887879374959,0.06330887879374959
T08,V08,0.06297481703207676,0.06297481703207676
E08,S03,-0.06281297284614892,0.06281297284614892
E06,V02,0.06254450001223766,0.06254450001223766
T13,S09,0.06247825022024544,0.06247825022024544
E06,V10,0.06230325963174654,0.06230325963174654
T04,T09,-0.062043707905269724,0.062043707905269724
E07,V04,0.06199540394802802,0.06199540394802802
E02,S12,-0.06132367487988656,0.06132367487988656
E03,S15,0.06084451453949107,0.06084451453949107
T03,E12,0.060605592279980594,0.060605592279980594
T03,V03,-0.060027283158501435,0.060027283158501435
T09,E11,-0.059983400351974685,0.059983400351974685
T02,V01,0.059835781892104714,0.059835781892104714
E02,V04,0.05915659582415947,0.05915659582415947
T02,V14,0.05858795268634236,0.05858795268634236
T10,T15,0.05841184123881246,0.05841184123881246
T07,E07,0.05829731926641319,0.05829731926641319
E03,E14,-0.05816635723543412,0.05816635723543412
T11,E05,0.05816440801693911,0.05816440801693911
T11,E04,0.05814257874155837,0.05814257874155837
T04,V13,-0.05760785201285939,0.05760785201285939
T06,V08,0.05702568132344502,0.05702568132344502
E09,E15,0.05696892030890431,0.05696892030890431
E04,E09,-0.05689499427764355,0.05689499427764355
T02,S06,0.056769384169902855,0.056769384169902855
T07,E12,0.056629432856522104,0.056629432856522104
T04,V02,-0.056569161378982775,0.056569161378982775
T12,E09,-0.055954298726847554,0.055954298726847554
E02,S04,0.055715464310555116,0.055715464310555116
E02,E12,-0.05546609750941191,0.05546609750941191
T07,T10,0.05543729314297443,0.05543729314297443
T01,S08,0.05521889395303613,0.05521889395303613
T09,S06,-0.05474475334812262,0.05474475334812262
T08,S15,0.05419596611595564,0.05419596611595564
T09,S14,-0.054192370739295184,0.054192370739295184
T09,S07,0.05409284697444832,0.05409284697444832
T01,E03,0.0540628631577266,0.0540628631577266
T03,V14,0.053907306751997536,0.053907306751997536
T13,T14,0.05385513662918654,0.05385513662918654
T08,V02,-0.053733171835897854,0.053733171835897854
T08,V15,-0.05357488469951349,0.05357488469951349
T09,S13,0.05351145610301304,0.05351145610301304
E03,E13,0.05313197451029258,0.05313197451029258
E04,E14,0.05264297597028851,0.05264297597028851
T15,S04,-0.05201055083819297,0.05201055083819297
E04,E08,0.05157688269486807,0.05157688269486807
T05,V12,0.05147034508492116,0.05147034508492116
E06,S11,0.050853490492661996,0.050853490492661996
T13,S15,0.0506833226134079,0.0506833226134079
T07,E05,0.05055152552097522,0.05055152552097522
E02,V09,-0.05043571666616772,0.05043571666616772
E13,V12,0.05037226215344796,0.05037226215344796
E05,V06,-0.050326606530524176,0.050326606530524176
T01,S07,0.05031917401473209,0.05031917401473209
T01,S11,0.04995395316801443,0.04995395316801443
T06,S05,0.04971167204985747,0.04971167204985747
E08,S12,-0.049695613663997315,0.049695613663997315
T01,V03,-0.04927189754894867,0.04927189754894867
T01,E09,-0.04913851389621813,0.04913851389621813
T08,S14,-0.04890131910281085,0.04890131910281085
T05,V07,0.048774799535422644,0.048774799535422644
T09,S15,0.047907437874247,0.047907437874247
T01,E07,-0.04762276045892006,0.04762276045892006
E09,V03,0.04749552983682312,0.04749552983682312
E01,S14,0.0471292535338269,0.0471292535338269
T01,V08,0.046979137517254174,0.046979137517254174
T02,V04,0.04684469615032757,0.04684469615032757
E06,V14,0.046672037239025986,0.046672037239025986
T15,E01,-0.04664767839891651,0.04664767839891651
S08,V13,0.04659027020482911,0.04659027020482911
T07,E09,-0.045913380241975395,0.045913380241975395
T04,E02,-0.045773894708763155,0.045773894708763155
T08,E09,-0.04530165736256537,0.04530165736256537
E04,S15,0.04517209994835863,0.04517209994835863
T10,E01,-0.04499250747411717,0.04499250747411717
T08,T15,0.04498039935384656,0.04498039935384656
T12,E08,-0.04489370624001506,0.04489370624001506
E03,V06,-0.0448894856932516,0.0448894856932516
E04,S05,-0.04459494884234287,0.04459494884234287
T12,E05,-0.04439675604186379,0.04439675604186379
T05,S02,-0.044254792117003144,0.044254792117003144
S08,V04,-0.04423668791343255,0.04423668791343255
T01,V14,-0.04412323826205356,0.04412323826205356
E04,V03,0.043976202146465145,0.043976202146465145
T08,S06,-0.04388655942160855,0.04388655942160855
T09,E01,-0.04388168731335622,0.04388168731335622
T02,E02,-0.043674120358672464,0.043674120358672464
T11,E10,-0.04364839831105631,0.04364839831105631
T15,E02,-0.04362135942528317,0.04362135942528317
T04,V11,0.043539588905786436,0.043539588905786436
T14,S01,0.043226287644143845,0.043226287644143845
S04,V01,0.042934872672431165,0.042934872672431165
E02,E08,0.042740491220335984,0.042740491220335984
E13,V14,0.04240984545371277,0.04240984545371277
T04,T07,0.04230256292522572,0.04230256292522572
E01,V09,0.04223464168578252,0.04223464168578252
E04,V02,0.042093627569071895,0.042093627569071895
T08,V13,0.04207354906148321,0.04207354906148321
E01,V01,0.0420474331585568,0.0420474331585568
E01,S01,-0.041983066950745385,0.041983066950745385
T02,T12,-0.04183865673607665,0.04183865673607665
E04,V04,-0.041524653583960854,0.041524653583960854
T02,E10,0.041396651120162685,0.041396651120162685
E14,S08,0.041355039718019786,0.041355039718019786
T02,V06,0.04119168420884001,0.04119168420884001
E09,S06,0.041178711467155515,0.041178711467155515
E13,V15,0.041154591133276554,0.041154591133276554
T14,S03,0.04114937849533361,0.04114937849533361
T10,E06,-0.04114209332786034,0.04114209332786034
T06,E09,-0.04087726822209766,0.04087726822209766
T01,E13,0.040685632853135,0.040685632853135
T05,V09,0.04067554509787234,0.04067554509787234
E13,S13,0.04018929780071551,0.04018929780071551
E09,V04,-0.04016584289223562,0.04016584289223562
E02,V12,-0.03974740589352003,0.03974740589352003
T04,V09,-0.03913098583194951,0.03913098583194951
E06,S05,-0.03843167087583357,0.03843167087583357
E08,V05,0.038004746623384884,0.038004746623384884
T10,E08,-0.037959850595063425,0.037959850595063425
T14,V15,0.037705460796882175,0.037705460796882175
T14,S15,-0.03749741333156854,0.03749741333156854
T02,S11,-0.03745074786605778,0.03745074786605778
E01,S08,-0.037373663438290315,0.037373663438290315
T15,S01,-0.037307790621507644,0.037307790621507644
T07,V09,0.037064899030540485,0.037064899030540485
E02,E14,0.0362098092938486,0.0362098092938486
T03,S03,-0.03586543419909175,0.03586543419909175
T08,S01,0.03581859263074773,0.03581859263074773
T03,E05,0.03580590288148066,0.03580590288148066
E02,V06,-0.03567517960587868,0.03567517960587868
E06,V03,0.03565233345943842,0.03565233345943842
T08,V07,0.03562687899755621,0.03562687899755621
