source,target,rho,abs_rho
S11,V08,0.3534431343391325,0.3534431343391325
T11,T12,0.3533831770501918,0.3533831770501918
E11,E12,0.35330413210052203,0.35330413210052203
E10,S14,0.3530210910654179,0.3530210910654179
V06,V10,0.35245530262196334,0.35245530262196334
T11,S05,0.35213062316318977,0.35213062316318977
S11,S13,0.35150470961051944,0.35150470961051944
S06,V04,0.3498528887471437,0.3498528887471437
V09,V10,0.3493007602447998,0.3493007602447998
E10,V15,0.34893684652491386,0.34893684652491386
S12,S14,0.3485149587018093,0.3485149587018093
S02,S06,0.34837598371438544,0.34837598371438544
E14,S11,0.3481435756000787,0.3481435756000787
E12,V03,0.34692611528240114,0.34692611528240114
E03,E11,-0.3460686989963359,0.3460686989963359
E07,V14,0.34496523190249523,0.34496523190249523
V02,V12,0.3443922403504009,0.3443922403504009
S07,V15,0.344362918632944,0.344362918632944
S07,V01,0.34386480976205264,0.34386480976205264
S07,S11,0.34330080967861,0.34330080967861
E07,S14,0.3432135132768936,0.3432135132768936
S06,V05,0.34305399775783124,0.34305399775783124
E08,V09,0.34296055365412437,0.34296055365412437
S07,V05,0.34275207440395405,0.34275207440395405
E10,V14,0.3426060606060606,0.3426060606060606
S14,V06,0.33999587587611774,0.33999587587611774
T13,V07,0.3393776774200173,0.3393776774200173
S12,V15,0.33893873087181026,0.33893873087181026
V10,V11,0.33850997249006676,0.33850997249006676
S03,V01,0.33825980418653084,0.33825980418653084
E11,V10,0.33714003357758976,0.33714003357758976
E07,V12,0.3369223764824932,0.3369223764824932
S03,V11,0.33666311514890596,0.33666311514890596
S06,V09,0.33660528941135576,0.33660528941135576
T13,V08,0.3363950186951812,0.3363950186951812
S11,S14,0.33598285312985,0.33598285312985
S01,S09,0.3355437041447918,0.3355437041447918
V08,V09,0.33539876046630973,0.33539876046630973
V05,V10,0.33475730115534413,0.33475730115534413
T05,S11,0.3347194992213716,0.3347194992213716
V04,V12,0.334698753688958,0.334698753688958
E05,E10,0.33457002846974887,0.33457002846974887
S13,V12,0.334352478944701,0.334352478944701
S10,V04,0.3334982578842387,0.3334982578842387
S07,V07,0.3334564211141613,0.3334564211141613
T03,E04,-0.33296361123039614,0.33296361123039614
S14,V03,0.3328789946399438,0.3328789946399438
S02,S03,0.3321241331432066,0.3321241331432066
V02,V10,0.3319462349040132,0.3319462349040132
E11,V02,0.33191501096838116,0.33191501096838116
T12,S14,0.33139477967420716,0.33139477967420716
E15,V14,0.3311365732329813,0.3311365732329813
S14,V05,0.3309703985674399,0.3309703985674399
S04,V15,0.33040844313580214,0.33040844313580214
V04,V14,0.3301134385970498,0.3301134385970498
V06,V13,0.3299497288028491,0.3299497288028491
E11,V15,0.3292587882187317,0.3292587882187317
V03,V06,0.329200209644266,0.329200209644266
T15,S15,0.3291419727190526,0.3291419727190526
V04,V11,0.3290836358517426,0.3290836358517426
S13,V15,0.32901746928045916,0.32901746928045916
T10,T11,0.3289672904875614,0.3289672904875614
T13,V10,0.3288378177091586,0.3288378177091586
V05,V13,0.3286706799490538,0.3286706799490538
E10,S13,0.3286456906046157,0.3286456906046157
S12,S15,0.32845789467433073,0.32845789467433073
V03,V05,0.3283885139809677,0.3283885139809677
S06,S15,0.3283333096442962,0.3283333096442962
V06,V11,0.3282012099568796,0.3282012099568796
S01,S12,0.32795865283054343,0.32795865283054343
E01,E02,-0.32767885072110375,0.32767885072110375
V11,V12,0.3276441537626673,0.3276441537626673
E01,E09,0.327605076299488,0.327605076299488
E11,V08,0.3271267878791411,0.3271267878791411
V05,V14,0.327047762860389,0.327047762860389
V01,V04,0.32637927359609753,0.32637927359609753
S07,V06,0.3260205114730689,0.3260205114730689
E09,S02,0.3250964999375382,0.3250964999375382
E01,E05,0.3242248528052163,0.3242248528052163
E12,S13,0.32392753573198757,0.32392753573198757
V08,V11,0.3232254172669236,0.3232254172669236
E05,V07,0.32307251171881435,0.32307251171881435
E08,V02,0.3229155186869585,0.3229155186869585
E15,V12,0.3219564959250609,0.3219564959250609
S15,V04,0.32194951977932196,0.32194951977932196
E07,E11,0.32142417773497395,0.32142417773497395
V03,V09,0.32078992699899544,0.32078992699899544
S06,S11,0.32021839632886395,0.32021839632886395
T11,V13,0.32010984355489003,0.32010984355489003
V09,V12,0.31996097651940925,0.31996097651940925
S11,S12,0.3193774123375791,0.3193774123375791
E10,S09,0.31882777137358187,0.31882777137358187
S03,S15,0.3187736653764935,0.3187736653764935
T11,S13,0.31869147864127567,0.31869147864127567
V14,V15,0.3181152420536824,0.3181152420536824
E11,E14,0.31790277582825155,0.31790277582825155
S06,V02,0.31749683462427347,0.31749683462427347
S02,S13,0.3171076451454187,0.3171076451454187
E07,E09,0.31654689870193387,0.31654689870193387
T03,V09,0.3165034522208454,0.3165034522208454
E15,S15,0.31636212590975615,0.31636212590975615
T03,E11,0.3147776266862019,0.3147776266862019
V03,V08,0.3143841992559993,0.3143841992559993
S12,V07,0.31363206461593574,0.31363206461593574
S09,V06,0.3135949776639342,0.3135949776639342
T11,V11,0.31333553834162203,0.31333553834162203
T14,E03,-0.3131195235354679,0.3131195235354679
V02,V08,0.31305659248298695,0.31305659248298695
S09,V15,0.3129491248760835,0.3129491248760835
T11,S12,0.31279107037820353,0.31279107037820353
T11,V15,0.3126513106023383,0.3126513106023383
S05,V13,0.3117425029611914,0.3117425029611914
S11,V09,0.3116185156485092,0.3116185156485092
E10,E14,0.31156352345637156,0.31156352345637156
E01,S07,0.31116656971304346,0.31116656971304346
E07,V09,0.31114726934624204,0.31114726934624204
E11,V14,0.31095379150278785,0.31095379150278785
S06,S07,0.3104294611164381,0.3104294611164381
V02,V07,0.3099342935619342,0.3099342935619342
E09,E10,0.3098269440658306,0.3098269440658306
E10,V09,0.3097520411679581,0.3097520411679581
T11,V04,0.30858696183029216,0.30858696183029216
E15,V03,0.30825135258047326,0.30825135258047326
V03,V07,0.30789200153118707,0.30789200153118707
S10,S14,0.3078348285624698,0.3078348285624698
S10,S11,0.30779935189334007,0.30779935189334007
E12,E15,0.30731905977477825,0.30731905977477825
S08,S09,0.30709156644228963,0.30709156644228963
E11,V06,0.30655211942953126,0.30655211942953126
T11,S04,0.3061930911573918,0.3061930911573918
E08,E11,0.3056485028570521,0.3056485028570521
E03,E12,-0.3048636675891936,0.3048636675891936
S10,V10,0.30445947645831833,0.30445947645831833
E11,V04,0.3044264558894022,0.3044264558894022
S07,S14,0.3041298618379186,0.3041298618379186
T07,V14,0.30367803597783244,0.30367803597783244
T06,E10,0.3034282230594168,0.3034282230594168
T04,E14,0.3031740517416,0.3031740517416
S01,S08,0.30282584778996763,0.30282584778996763
S11,V05,0.30277600637312585,0.30277600637312585
S04,S10,0.3026983010301058,0.3026983010301058
E12,S14,0.302011472673959,0.302011472673959
E12,S07,0.30169911257542975,0.30169911257542975
T10,T13,0.30152165566767697,0.30152165566767697
T11,V02,0.30074056897875817,0.30074056897875817
S09,V05,0.3001946704585598,0.3001946704585598
S15,V11,0.2998577751244687,0.2998577751244687
S02,S10,0.2997821589862021,0.2997821589862021
S15,V02,0.299710285299355,0.299710285299355
E15,V05,0.29932979832361245,0.29932979832361245
S11,V12,0.2991357618866568,0.2991357618866568
E03,S09,-0.29907804022955153,0.29907804022955153
S05,S14,0.298935642950691,0.298935642950691
T07,S07,0.29893445581574957,0.29893445581574957
S01,S07,0.2986732450903121,0.2986732450903121
E15,S09,0.298564910708954,0.298564910708954
S15,V15,0.2978191346901619,0.2978191346901619
T15,S14,0.2977854195454869,0.2977854195454869
E03,E07,-0.2973771106922319,0.2973771106922319
E14,S02,0.2966088030452666,0.2966088030452666
S07,V11,0.29658994960845775,0.29658994960845775
E05,S06,0.2960665791829971,0.2960665791829971
T13,V06,0.2959136657542887,0.2959136657542887
T13,S13,0.2958772209662032,0.2958772209662032
E02,E10,-0.2956393543093913,0.2956393543093913
S03,V05,0.2951237517837382,0.2951237517837382
E08,E15,0.2949317777969541,0.2949317777969541
S02,S08,0.29478636799242075,0.29478636799242075
T12,V10,0.2947109755265578,0.2947109755265578
E02,E03,0.29456005918798456,0.29456005918798456
T08,T09,0.2940068547136717,0.2940068547136717
T12,T15,0.2938941889363822,0.2938941889363822
S07,V13,0.2930665261958469,0.2930665261958469
E11,S08,0.29298837194852745,0.29298837194852745
E11,V05,0.2926922285667785,0.2926922285667785
S03,S06,0.29256536744642553,0.29256536744642553
S09,V02,0.29178897334922826,0.29178897334922826
E07,V11,0.2914950617771468,0.2914950617771468
E08,S14,0.2911044190620894,0.2911044190620894
S06,V06,0.29106247824787757,0.29106247824787757
E07,V15,0.29072503927270515,0.29072503927270515
T04,T15,0.2894175596940893,0.2894175596940893
T03,V02,0.28916577080177513,0.28916577080177513
E05,E07,0.28916460186118687,0.28916460186118687
E14,S15,0.28852600251529104,0.28852600251529104
E14,S10,0.28842308016155543,0.28842308016155543
T07,V11,0.2877370001936484,0.2877370001936484
T04,S13,0.28757601352278267,0.28757601352278267
T06,S13,0.28749908581195327,0.28749908581195327
E07,S01,0.28744379001698117,0.28744379001698117
T07,V02,0.28718139546223936,0.28718139546223936
E14,S07,0.2870430401661168,0.2870430401661168
T04,E12,0.28701266596551045,0.28701266596551045
E10,S05,0.2869677637312832,0.2869677637312832
T14,S05,0.2869568353335237,0.2869568353335237
S13,V11,0.2867460080896741,0.2867460080896741
E14,V02,0.286263778507886,0.286263778507886
S13,V13,0.2856622095062708,0.2856622095062708
V03,V13,0.2853413632215268,0.2853413632215268
T07,V13,0.2852907111486456,0.2852907111486456
S04,S13,0.2852466731223695,0.2852466731223695
E07,V10,0.28486963413058297,0.28486963413058297
T11,V06,0.2837737485724508,0.2837737485724508
E14,V15,0.28369414947650284,0.28369414947650284
T03,T14,0.2833337649784995,0.2833337649784995
S13,V09,0.2830946432371707,0.2830946432371707
V02,V05,0.2824933422296057,0.2824933422296057
T05,T15,0.2822133207761039,0.2822133207761039
S07,V09,0.2820800809158471,0.2820800809158471
T02,E14,0.28173003141408665,0.28173003141408665
T13,S06,0.2812890830765574,0.2812890830765574
E12,V14,0.280959165916203,0.280959165916203
T15,V06,0.28063886859407844,0.28063886859407844
T01,T12,-0.28056617145966867,0.28056617145966867
S15,V09,0.28050397425692747,0.28050397425692747
T07,S09,0.2795434716310875,0.2795434716310875
E12,S12,0.2786994782651824,0.2786994782651824
T12,V15,0.27794093670404035,0.27794093670404035
E09,V12,0.2777293932527106,0.2777293932527106
V05,V09,0.2776298183154286,0.2776298183154286
T07,S10,0.27749375268879434,0.27749375268879434
E12,V11,0.27719558397315275,0.27719558397315275
S03,V07,0.2766553307215101,0.2766553307215101
E10,S07,0.27654019776804495,0.27654019776804495
T10,E09,0.27615815730866394,0.27615815730866394
T06,E01,0.27586876258107773,0.27586876258107773
E15,S06,0.27585358652542585,0.27585358652542585
T11,S03,0.2758248368290747,0.2758248368290747
S12,V10,0.2758151358108718,0.2758151358108718
V06,V14,0.2757523125980126,0.2757523125980126
E12,S03,0.2755768090757284,0.2755768090757284
S06,S13,0.27534957179115166,0.27534957179115166
E14,S01,0.275250498104083,0.275250498104083
S06,S14,0.27519457568218525,0.27519457568218525
E15,V11,0.27513213483780186,0.27513213483780186
S03,V10,0.2751293230479778,0.2751293230479778
T10,E11,0.2748418995500572,0.2748418995500572
T05,V06,0.27402311282598024,0.27402311282598024
E12,V07,0.2738954029226464,0.2738954029226464
S13,V06,0.2733801123018364,0.2733801123018364
E08,V03,0.27332300504735746,0.27332300504735746
T07,V08,0.2733186944750972,0.2733186944750972
E07,S02,0.27312428391388377,0.27312428391388377
S01,V07,0.2727987840093556,0.2727987840093556
V01,V03,0.2722902762962442,0.2722902762962442
E11,S14,0.27169735036205483,0.27169735036205483
E09,V07,0.27142049135189206,0.27142049135189206
V02,V14,0.2712042792514944,0.2712042792514944
S09,V08,0.27114173729718316,0.27114173729718316
S01,S04,0.2710121892225431,0.2710121892225431
E10,S12,0.27097994378436,0.27097994378436
S06,V15,0.2709011647825254,0.2709011647825254
V02,V03,0.2697585034253417,0.2697585034253417
S02,V04,0.26947225638370764,0.26947225638370764
S04,V07,0.26924856174357215,0.26924856174357215
S02,V08,0.26924301904215525,0.26924301904215525
T12,T14,0.2692058062116816,0.2692058062116816
E11,S10,0.2683809035858126,0.2683809035858126
T05,V01,0.26774172573436145,0.26774172573436145
T02,S15,0.2676258501672505,0.2676258501672505
V01,V15,0.2671705857621036,0.2671705857621036
S09,S10,0.2671251869401114,0.2671251869401114
E07,V13,0.26682952498446694,0.26682952498446694
V02,V13,0.2662321543371258,0.2662321543371258
S04,V10,0.26619832809128724,0.26619832809128724
T11,V03,0.26565917769361197,0.26565917769361197
E15,V07,0.2647049984928828,0.2647049984928828
E07,S13,0.2644388611000096,0.2644388611000096
T08,T11,0.26423411716511014,0.26423411716511014
S04,S06,0.263895420546785,0.263895420546785
E11,S05,0.26272234638183534,0.26272234638183534
V02,V06,0.2623202372588152,0.2623202372588152
S10,V07,0.2620010094907875,0.2620010094907875
S05,V12,0.2613078907548664,0.2613078907548664
T07,T14,0.2611841882784186,0.2611841882784186
V09,V11,0.2611040067985276,0.2611040067985276
T07,T11,0.2610324292609526,0.2610324292609526
E03,S06,-0.26032967335051266,0.26032967335051266
E11,V12,0.2597380739692086,0.2597380739692086
S07,V10,0.2596402145504898,0.2596402145504898
T12,S04,0.2595964705608404,0.2595964705608404
E10,S15,0.25938803588081344,0.25938803588081344
E13,S02,0.2590250098491913,0.2590250098491913
T13,V13,0.2583995760232877,0.2583995760232877
E11,V03,0.2583435291626531,0.2583435291626531
T05,S07,0.25825288740663216,0.25825288740663216
S07,V03,0.25759110168550614,0.25759110168550614
T11,V09,0.25748520973581845,0.25748520973581845
T13,E11,0.25715996380369704,0.25715996380369704
S08,S12,0.2562673737062116,0.2562673737062116
T07,S14,0.2560521219187826,0.2560521219187826
S11,S15,0.2556843338982729,0.2556843338982729
E11,S02,0.25528833207596213,0.25528833207596213
S02,V12,0.2551218739121935,0.2551218739121935
S05,V09,0.25493216224895615,0.25493216224895615
E11,S01,0.254922203790965,0.254922203790965
S03,V15,0.25437092055256133,0.25437092055256133
E07,S15,0.2540326874917885,0.2540326874917885
S03,V06,0.25351999872866693,0.25351999872866693
T10,T14,0.2533792139154197,0.2533792139154197
T11,V12,0.25322761285311085,0.25322761285311085
V07,V11,0.2531356266308605,0.2531356266308605
E14,S09,0.2524973089383972,0.2524973089383972
E03,E05,-0.252372698045257,0.252372698045257
E05,S07,0.2521646758365091,0.2521646758365091
S02,V15,0.25196762038391396,0.25196762038391396
S11,V04,0.2514026845392095,0.2514026845392095
S07,S12,0.25132708303677265,0.25132708303677265
S02,S14,0.25121151259262015,0.25121151259262015
T09,S08,0.2512008957443711,0.2512008957443711
S01,V12,0.2511908972361277,0.2511908972361277
S06,V03,0.2502213961516753,0.2502213961516753
S07,S13,0.24996420090632113,0.24996420090632113
E07,S03,0.2499627230704286,0.2499627230704286
V11,V15,0.2497678436276604,0.2497678436276604
T04,E10,0.24909409838476032,0.24909409838476032
T02,V02,0.2483136405980474,0.2483136405980474
V10,V14,0.24813993883035199,0.24813993883035199
S10,S15,0.24780074730557058,0.24780074730557058
E09,S03,0.2475309906638363,0.2475309906638363
T05,S05,0.24743588843297434,0.24743588843297434
T06,E15,0.24676323227210542,0.24676323227210542
T03,S02,0.2461339455033351,0.2461339455033351
E10,V01,0.24589027245408993,0.24589027245408993
E01,V07,0.2455482712753918,0.2455482712753918
T13,E10,0.24476359548480758,0.24476359548480758
T12,V02,0.24470234121585535,0.24470234121585535
S04,V13,0.2444132770228581,0.2444132770228581
E03,S14,-0.2443042711235405,0.2443042711235405
T07,T09,0.24417175404573946,0.24417175404573946
T02,V11,0.24382228334896086,0.24382228334896086
T06,V05,0.24357550513731097,0.24357550513731097
E15,S14,0.24346405625921969,0.24346405625921969
S11,V02,0.24339795257536193,0.24339795257536193
E12,S09,0.24334111391993166,0.24334111391993166
S08,V10,0.24314538565709626,0.24314538565709626
E08,E12,0.2428770324724389,0.2428770324724389
S04,S05,0.24242250683758348,0.24242250683758348
T07,V10,0.2422838691307598,0.2422838691307598
S11,V11,0.2421511614474489,0.2421511614474489
E09,S12,0.24203940980049843,0.24203940980049843
S07,V08,0.2415092917356142,0.2415092917356142
T11,S01,0.24150585669498442,0.24150585669498442
E05,E09,0.24069210611374303,0.24069210611374303
T07,S12,0.24059635211975347,0.24059635211975347
T11,E11,0.24053138688849088,0.24053138688849088
T05,S10,0.24028985773822176,0.24028985773822176
T05,T08,0.2401658724571252,0.2401658724571252
S04,V03,0.24006032658480259,0.24006032658480259
S01,S11,0.23953349651821293,0.23953349651821293
E05,V12,0.2393941725306217,0.2393941725306217
T11,S11,0.2393315399979914,0.2393315399979914
E11,S13,0.23881150497877288,0.23881150497877288
T09,S10,0.23879522808450543,0.23879522808450543
S08,S14,0.2381859643646383,0.2381859643646383
E03,S05,-0.2379076648159751,0.2379076648159751
T14,S12,0.23785154974593406,0.23785154974593406
V03,V11,0.2377162946971146,0.2377162946971146
E14,S12,0.23708123444783605,0.23708123444783605
T11,V08,0.2368835065167493,0.2368835065167493
S15,V05,0.23655374130653112,0.23655374130653112
E07,S10,0.2365283334584807,0.2365283334584807
T02,T06,0.23650038409547064,0.23650038409547064
T04,E07,0.2364042083757752,0.2364042083757752
E12,S10,0.23630003799915683,0.23630003799915683
S11,V13,0.23622512277728253,0.23622512277728253
E11,V13,0.23612472225890463,0.23612472225890463
S02,V07,0.23591022984607724,0.23591022984607724
S12,S13,0.2354820324940901,0.2354820324940901
S05,S09,0.23537701649484152,0.23537701649484152
V01,V07,0.235245258516503,0.235245258516503
S15,V07,0.2347573673611841,0.2347573673611841
T12,E11,0.23393441853741473,0.23393441853741473
T12,S12,0.2338564107017654,0.2338564107017654
S13,V07,0.23381233475529684,0.23381233475529684
S05,S07,0.23328350802935177,0.23328350802935177
T09,S12,0.23262589335838962,0.23262589335838962
T11,V07,0.23242756244825588,0.23242756244825588
T07,S15,0.2321528977609885,0.2321528977609885
T01,E08,0.23192312914818153,0.23192312914818153
S12,V05,0.23188369697441621,0.23188369697441621
E02,E07,-0.2316875747827354,0.2316875747827354
S12,V02,0.23152998345180884,0.23152998345180884
E08,S15,0.23131419295433941,0.23131419295433941
T07,S01,0.23129138694973736,0.23129138694973736
S12,V08,0.2309424791327785,0.2309424791327785
T14,V02,0.23088651062680798,0.23088651062680798
E01,E06,0.23072739292406205,0.23072739292406205
E12,S01,0.230312317792905,0.230312317792905
E02,E11,-0.23016462074804409,0.23016462074804409
T05,S15,0.23014318449143245,0.23014318449143245
S12,V11,0.22980213662070165,0.22980213662070165
T12,V09,0.2296230873086815,0.2296230873086815
V01,V08,0.22961638873705437,0.22961638873705437
E12,V08,0.2288920595605447,0.2288920595605447
T05,S13,0.22846835072482238,0.22846835072482238
T03,S12,0.2284162780854477,0.2284162780854477
S10,V06,0.2277886986073189,0.2277886986073189
T12,V04,0.2275838737103565,0.2275838737103565
S06,S10,0.2274784002288246,0.2274784002288246
S01,V06,0.2274478385022177,0.2274478385022177
S03,S10,0.227219568029835,0.227219568029835
T15,V14,0.22714316717965838,0.22714316717965838
E10,V13,0.22710140331702006,0.22710140331702006
E13,V01,-0.2267965213391946,0.2267965213391946
T03,V04,0.22672392193676338,0.22672392193676338
T10,S02,0.2267008494751811,0.2267008494751811
T05,S12,0.22648100036870603,0.22648100036870603
T06,E03,-0.2258339693064063,0.2258339693064063
T05,V11,0.2257361172400767,0.2257361172400767
E02,E09,-0.2257123403966634,0.2257123403966634
E14,S06,0.22526116863357395,0.22526116863357395
T07,S08,0.22501608760560513,0.22501608760560513
T12,V06,0.22487607972290088,0.22487607972290088
E05,S09,0.2246332062468145,0.2246332062468145
T08,E13,0.2243946120036362,0.2243946120036362
E09,V08,0.22368585957892162,0.22368585957892162
T10,S03,0.2236207130038613,0.2236207130038613
S14,V02,0.2235663612749855,0.2235663612749855
E15,S08,0.22353955083220778,0.22353955083220778
E05,S11,0.2230731366352968,0.2230731366352968
T13,V12,0.22298908533212145,0.22298908533212145
S10,V02,0.222030938192997,0.222030938192997
